kepid,koi_disposition,koi_period,koi_prad,koi_teq,koi_score,koi_steff,koi_srad,koi_insol,stellar_class,is_planet,transit_ratio
5431027,CANDIDATE,8.8233996,1.13,929.0,0.972,5602.0,1.121,176.13,G,0,11.854841075088563
7285673,FALSE POSITIVE,0.566801045,1.42,2348.0,0.0,6106.0,0.982,3158.4199999999996,F,0,332.21533668837895
5282437,FALSE POSITIVE,0.992799002,40.12,1933.0,0.0,6217.0,0.989,3158.4199999999996,F,0,1664.9895866837303
7747457,CONFIRMED,1.5184181,1.85,1926.0,0.997,6302.0,1.269,3158.4199999999996,F,1,129.6085709199594
8652360,FALSE POSITIVE,0.96807117,0.72,1487.0,0.0,5367.0,0.687,1157.58,G,0,108.25650349653527
9602421,FALSE POSITIVE,3.55661906,0.72,1518.0,0.0,6018.0,1.458,1254.47,F,0,6.551165476799756
6070337,CANDIDATE,40.0691482,13.25,458.0,0.872,5485.0,0.762,10.42,G,0,19.56867153966602
5954001,CANDIDATE,11.6933447,1.12,950.0,1.0,6049.0,1.354,192.95,F,0,5.72120310453176
4373195,FALSE POSITIVE,0.56256804,0.63,3749.0,0.0,9005.0,2.747,3158.4199999999996,A,0,7.999032437036416
5090937,FALSE POSITIVE,8.79991878,48.03,1979.0,0.0,8092.0,2.747,3158.4199999999996,A,0,98.76227516727148
8196226,CANDIDATE,4.02745396,0.98,1250.0,0.998,6174.0,1.041,577.46,F,0,21.154804212833263
9002538,CANDIDATE,4.96061094,0.59,1272.0,0.917,6117.0,1.298,618.99,F,0,4.112396687977308
6359175,FALSE POSITIVE,154.608014,2.27,231.0,0.0,5583.0,0.824,0.67,G,0,5.0256127085365705
8104207,FALSE POSITIVE,154.608014,1.83,310.0,0.0,5822.0,0.898,2.17,G,0,2.7016710789648974
5642688,CANDIDATE,1.4733245,1.03,1576.0,0.446,5751.0,0.921,1453.8,G,0,84.16340052717511
10026502,CONFIRMED,101.952048,1.31,428.0,0.665,6210.0,1.054,7.92,F,1,1.4958012417759377
3953173,FALSE POSITIVE,2.41795911,0.53,878.0,0.0,4623.0,0.534,140.54,K,0,41.563978308963215
8037926,FALSE POSITIVE,154.608014,2.4,345.0,0.0,6225.0,1.031,3.36,F,0,3.367225194419741
5552562,CANDIDATE,5.93218209,1.39,1000.0,1.0,5843.0,0.977,235.68,G,0,34.60783854664178
6186182,CANDIDATE,96.384483,2.41,400.0,0.967,5919.0,1.0,6.03,G,0,6.131692380401106
4073017,CANDIDATE,6.05552018,0.92,844.0,1.0,5352.0,0.805,119.89,G,0,22.22765278605677
9002278,CONFIRMED,12.4418003,0.57,576.0,0.989,4926.0,0.662,26.03,K,1,6.301338882605277
10585749,CANDIDATE,54.333582,1.7,513.0,0.603,5500.0,1.221,16.37,G,0,2.7975332088357434
9579208,CANDIDATE,4.11754421,1.02,1581.0,1.0,6263.0,1.726,1477.06,F,0,8.33020806836704
6437617,FALSE POSITIVE,154.608014,1.37,295.0,0.0,6167.0,1.064,1.79,F,0,1.0691554449434943
8453851,FALSE POSITIVE,2.78801663,0.91,2287.0,0.0,7523.0,2.206,3158.4199999999996,A,0,5.021490851006868
11650401,CONFIRMED,3.94660745,1.4,981.0,1.0,5376.0,0.806,218.91,G,1,78.39644654803456
9873759,FALSE POSITIVE,4.99473798,0.82,917.0,0.0,5406.0,0.819,167.06,G,0,19.920964903147933
9773270,CANDIDATE,122.749053,6.13,348.0,1.0,5619.0,0.976,3.48,G,0,8.48234649924346
9457728,CANDIDATE,4.37992345,0.81,1608.0,0.985,6311.0,1.918,1579.65,F,0,3.5388746348980145
9516728,FALSE POSITIVE,154.608014,1.98,283.0,0.0,6140.0,1.096,1.52,F,0,1.952033353199919
4825872,FALSE POSITIVE,154.608014,2.66,492.0,0.0,6382.0,1.961,13.85,F,0,1.1558262432631725
4680772,FALSE POSITIVE,26.190289,1.05,793.0,0.001,6434.0,1.441,93.35,F,0,1.9778323179251667
8110733,FALSE POSITIVE,154.608014,2.07,442.0,0.0,6967.0,1.565,9.02,F,0,1.0807977909864361
2303903,CANDIDATE,3.70858595,1.33,995.0,0.8,5420.0,0.771,231.84,G,0,82.34944642445188
9278216,CANDIDATE,9.4527721,1.3,832.0,0.998,5973.0,0.857,113.38,G,0,20.87218415008651
8355131,CANDIDATE,4.3638313,1.08,976.0,0.894,5623.0,0.763,214.31,G,0,44.479262981591425
6278762,CONFIRMED,6.18943952,0.65,783.0,1.0,5051.0,0.721,88.79,K,1,13.442251068316443
12645057,CANDIDATE,6.83006228,1.09,882.0,1.0,5807.0,0.8,142.95,G,0,27.437524332501404
4844367,CANDIDATE,17.1622587,22.42,674.0,0.983,5729.0,0.939,48.86,G,0,18.1910787768279
10937749,CANDIDATE,5.19898615,1.04,1035.0,1.0,6058.0,0.867,271.21,F,0,26.31282254906565
9100953,CONFIRMED,8.70179611,1.37,750.0,0.806,5295.0,0.8,74.58,G,1,34.946808240028965
8332521,CANDIDATE,14.74426,8.1,784.0,0.988,6146.0,0.987,89.04,F,0,7.704693216207527
10407086,FALSE POSITIVE,0.933747395,1.24,2596.0,0.0,5574.0,2.174,3158.4199999999996,G,0,33.092461800121
4073089,FALSE POSITIVE,58.873429,48.03,679.0,0.0,7078.0,1.568,50.35,F,0,82.49392098428648
6065351,FALSE POSITIVE,14.1166583,48.03,1205.0,0.0,6526.0,2.238,497.8,F,0,31.827645782146618
4060229,CANDIDATE,35.0175053,2.13,617.0,0.996,5944.0,1.123,34.32,G,0,8.338686536873315
6761777,CONFIRMED,47.3128645,3.71,658.0,0.995,5749.0,1.876,44.26,G,1,4.594944785048895
4825872,FALSE POSITIVE,29.6990126,1.93,880.0,0.0,6382.0,1.961,141.6,F,0,3.141518583685169
9412623,CONFIRMED,6.1082945,1.06,1267.0,0.987,6720.0,1.289,608.39,F,1,10.002792105063042
3644505,FALSE POSITIVE,119.72007,1.26,410.0,0.0,5963.0,1.176,6.67,G,0,0.9655858036167201
4664743,FALSE POSITIVE,1.27839331,0.86,2853.0,0.0,7758.0,1.918,3158.4199999999996,A,0,15.253521625516015
4735826,CONFIRMED,7.545922037,0.68,1084.0,1.0,5788.0,1.376,326.67,G,1,2.941986398898173
6593734,FALSE POSITIVE,0.58675746,19.91,2157.0,0.0,5942.0,0.938,3158.4199999999996,G,0,245.0757081128547
8443527,CANDIDATE,22.599501,0.96,734.0,1.0,6335.0,1.087,68.48,F,0,3.402729998330494
9711297,FALSE POSITIVE,154.608014,4.45,287.0,0.0,6343.0,1.137,1.59,F,0,5.160146485032787
8395860,FALSE POSITIVE,20.8822079,3.63,661.0,0.0,5780.0,1.0,45.17,G,0,53.01163580504339
7778621,CONFIRMED,7.28171395,2.59,1086.0,1.0,4970.0,1.806,329.68,K,1,15.326062073613862
5956354,FALSE POSITIVE,8.0386699,1.18,926.0,0.0,6018.0,0.975,173.92,F,0,17.66461389340045
9100953,CONFIRMED,44.9851885,2.09,433.0,1.0,5295.0,0.8,8.34,G,1,13.733409164218573
8109107,FALSE POSITIVE,6.67410577,1.62,1022.0,0.0,5949.0,1.041,257.38,G,0,24.108098604496647
6200529,FALSE POSITIVE,154.608014,1.67,171.0,0.0,4407.0,0.69,0.2,K,0,3.94546171455252
10907132,CANDIDATE,5.89089509,1.54,985.0,1.0,5869.0,0.942,223.02,G,0,45.44300923885575
6520753,CANDIDATE,4.13029832,1.44,995.0,0.995,5490.0,0.81,231.52,G,0,78.75944418465154
6929285,FALSE POSITIVE,4.60690612,0.9,950.0,0.002,5529.0,0.775,192.38,G,0,29.84649489666614
4848321,FALSE POSITIVE,1.50178705,0.93,1617.0,0.0,5964.0,0.987,1619.24,G,0,57.7312209477369
12255382,FALSE POSITIVE,0.499664962,0.5,2056.0,0.0,5570.0,0.855,3158.4199999999996,G,0,68.64599803577983
6522745,FALSE POSITIVE,17.4453935,32.01,770.0,0.0,6260.0,1.063,83.11,F,0,28.758308031286308
9893468,CANDIDATE,154.608014,1.98,410.0,0.831,6120.0,1.699,6.71,F,0,0.8110834409916164
11655826,CANDIDATE,5.59346375,1.43,1008.0,1.0,5874.0,0.933,243.63,G,0,42.28149328758947
1721157,CANDIDATE,3.44928111,1.23,966.0,0.97,5119.0,0.781,206.55,K,0,68.70996953913101
11076276,FALSE POSITIVE,1.4725859,0.93,1662.0,0.0,6077.0,0.999,1801.98,F,0,57.31414377932045
12012439,FALSE POSITIVE,2.97607935,1.1,1144.0,0.0,5547.0,0.865,404.28,G,0,43.816036020679356
9947653,CANDIDATE,37.9043889,1.97,693.0,0.986,5303.0,1.964,54.36,G,0,2.5907290118585715
4374610,FALSE POSITIVE,1.44438449,1.08,1980.0,0.0,6667.0,1.213,3158.4199999999996,F,0,52.2021667513198
9002538,CANDIDATE,6.88297756,0.77,1141.0,0.983,6117.0,1.298,400.53,F,0,4.4166931731214305
5253802,CANDIDATE,8.7963166,1.36,882.0,0.817,5780.0,1.0,142.92,G,0,10.9705009935636
12554634,CANDIDATE,2.049602348,1.08,1203.0,1.0,5356.0,0.78,494.57,G,0,90.79810051037275
6264750,CANDIDATE,53.285584,1.44,537.0,0.844,6015.0,1.057,19.63,F,0,2.976414784156255
11290515,CANDIDATE,5.8943338,0.61,1092.0,0.96,5929.0,1.145,335.9,G,0,4.903013806242191
6520753,CANDIDATE,8.119343,1.5,794.0,0.809,5490.0,0.81,94.08,G,0,43.156201185243674
6278762,CONFIRMED,7.74347801,0.62,727.0,1.0,5051.0,0.721,65.88,K,1,10.047164839821118
8493354,CANDIDATE,18.0071438,1.05,799.0,0.988,6173.0,1.167,96.25,F,0,4.487108055415207
4545570,CONFIRMED,5.60473115,1.11,866.0,0.997,5401.0,0.777,132.98,G,1,37.46834493568884
7598111,FALSE POSITIVE,132.778041,10.38,357.0,0.0,5780.0,1.0,3.83,G,0,36.577584391382906
5457326,CANDIDATE,2.49915311,1.02,983.0,0.686,4705.0,0.72,220.65,K,0,71.70429025855083
8240746,FALSE POSITIVE,154.608014,1.53,282.0,0.0,5680.0,0.75,1.5,G,0,2.651220912778816
10610039,CANDIDATE,105.997107,1.83,373.0,0.695,6068.0,0.831,4.59,F,0,4.064261867071523
9652655,FALSE POSITIVE,2.48882685,1.05,1477.0,0.0,6246.0,1.092,1124.85,F,0,32.22401751250795
10140843,FALSE POSITIVE,154.608014,1.08,253.0,0.0,6054.0,0.889,0.96,F,0,0.9449704204854478
8628761,CANDIDATE,6.30432354,1.23,1510.0,0.993,6728.0,1.836,1229.72,F,0,6.344852028327213
10473272,FALSE POSITIVE,17.6604653,1.76,690.0,0.003,5910.0,0.94,53.57,G,0,17.508032475225896
4750669,CANDIDATE,3.38419892,1.2,1074.0,0.842,5613.0,0.795,313.79,G,0,67.43102441507781
9824928,FALSE POSITIVE,1.69999106,0.55,934.0,0.842,4289.0,0.554,180.38,K,0,56.23558985069015
6717252,CANDIDATE,1.19260017,0.77,1726.0,0.97,5600.0,1.013,2107.84,G,0,48.63323137040975
5817685,FALSE POSITIVE,4.2059745,0.75,1263.0,0.0,5960.0,1.163,601.3,G,0,9.795589583341506
4902202,CANDIDATE,154.608014,3.61,320.0,0.405,5645.0,1.155,2.48,G,0,6.486080339923388
7282042,FALSE POSITIVE,0.566803216,0.54,2642.0,0.0,6473.0,1.182,3158.4199999999996,F,0,35.63847104212619
7523542,FALSE POSITIVE,154.608014,1.86,228.0,0.0,5610.0,0.815,0.64,G,0,3.4344920826678496
3109937,FALSE POSITIVE,37.809539,1.79,483.0,0.0,5595.0,0.82,12.89,G,0,12.890926810824114
9386171,FALSE POSITIVE,154.608014,2.29,193.0,0.0,4977.0,0.734,0.33,K,0,6.370950473498741
11350118,CANDIDATE,12.003678,0.97,503.0,0.942,4328.0,0.594,15.12,K,0,23.4678071171186
11671579,CONFIRMED,5.17624997,1.31,1243.0,1.0,5578.0,1.497,565.42,G,1,15.204057079183139
11553598,FALSE POSITIVE,154.608014,2.12,295.0,0.0,6432.0,1.136,1.78,F,0,2.226922079213824
12069414,FALSE POSITIVE,0.589458602,0.98,1848.0,0.001,5286.0,0.776,2736.51,G,0,268.72116118512423
9216775,CONFIRMED,3.91794676,0.94,1030.0,0.872,5500.0,0.87,266.81,G,1,29.73496250367629
2572029,CANDIDATE,6.0059966,0.73,1130.0,1.0,6103.0,1.16,385.87,F,0,6.526810221637489
7905106,CANDIDATE,4.22426989,0.35,1069.0,0.828,5735.0,0.883,309.32,G,0,3.219491262193003
9007151,CANDIDATE,154.608014,2.05,225.0,0.0,5461.0,0.769,0.6,G,0,4.786297817653876
4450844,CANDIDATE,56.3479517,1.06,586.0,0.999,5843.0,1.471,27.97,G,0,0.7737637071907975
8443265,FALSE POSITIVE,0.614701901,0.82,1656.0,0.0,4954.0,0.724,1779.79,K,0,214.0875110129194
3240406,FALSE POSITIVE,0.934181579,0.79,3268.0,0.0,7624.0,2.152,3158.4199999999996,A,0,12.95251402083149
11181260,CANDIDATE,19.9778599,1.07,773.0,0.939,6392.0,1.162,84.29,F,0,4.174621326681744
5090803,FALSE POSITIVE,154.608014,1.2,330.0,0.0,6471.0,1.302,2.8,F,0,0.5323139329633974
2558163,CANDIDATE,17.543847,1.15,658.0,0.961,5957.0,0.791,44.42,G,0,11.189108067346918
8107611,CANDIDATE,3.8183717,1.39,1683.0,1.0,6738.0,1.692,1894.37,F,0,13.304100279184448
8377197,FALSE POSITIVE,1.215181097,0.87,2230.0,0.0,6717.0,1.365,3158.4199999999996,F,0,32.67002761811394
6137779,FALSE POSITIVE,21.5324915,1.47,876.0,0.0,6737.0,1.41,139.32,F,0,4.667365130505218
11913072,FALSE POSITIVE,3.74779583,1.06,1324.0,0.0,6341.0,1.111,725.94,F,0,23.613879734745318
8752940,CANDIDATE,9.07829171,3.69,984.0,0.835,5086.0,1.611,221.32,K,0,58.48016531735792
9083470,FALSE POSITIVE,0.91842238,16.07,1525.0,0.0,5288.0,0.74,1280.4,G,0,177.36937116014096
5783732,FALSE POSITIVE,154.608014,1.48,290.0,0.0,6146.0,1.141,1.66,F,0,1.0782106029768934
6278762,CONFIRMED,9.74048508,0.95,673.0,1.0,5051.0,0.721,48.52,K,1,12.463444993029034
7900100,FALSE POSITIVE,154.608014,2.2,264.0,0.0,6194.0,1.02,1.16,F,0,2.980440586993117
9849884,FALSE POSITIVE,5.35745121,1.65,1457.0,0.0,6123.0,1.86,1065.83,F,0,14.596493170863614
11243547,FALSE POSITIVE,2.16132662,0.5,687.0,0.0,3754.0,0.43,52.58,K,0,51.912560999225555
4384909,CANDIDATE,6.41097179,1.4,886.0,0.655,5383.0,0.933,146.16,G,0,36.421935339696766
9009036,CONFIRMED,6.76289308,1.21,1337.0,0.552,6547.0,1.63,754.37,F,1,7.526364737382481
11506654,CANDIDATE,75.2116373,2.83,516.0,0.752,5818.0,1.5,16.78,G,0,4.821062444813975
5687700,CANDIDATE,6.36283414,1.12,956.0,0.936,5955.0,0.883,197.84,G,0,25.051729542646854
8806985,CANDIDATE,7.53737498,0.93,1210.0,1.0,6483.0,1.436,506.84,F,0,5.452826761180987
10491525,FALSE POSITIVE,1.09844642,1.73,2921.0,0.003,6403.0,2.391,3158.4199999999996,F,0,40.966950395268256
3859042,FALSE POSITIVE,25.94947,1.22,508.0,0.0,5348.0,0.748,15.74,G,0,9.183231873329206
6527078,CANDIDATE,7.57600886,0.54,778.0,0.521,5361.0,0.774,86.87,G,0,6.467785466660608
4946049,FALSE POSITIVE,1.8789138,1.9,3330.0,0.0,8046.0,2.747,3158.4199999999996,A,0,16.073116286654553
2857607,CONFIRMED,41.8681996,1.25,492.0,0.999,5852.0,0.837,13.89,G,1,3.5993905025713118
5559651,FALSE POSITIVE,0.514771509,0.57,2113.0,0.0,5730.0,0.87,3158.4199999999996,G,0,84.30925030079705
5962262,CONFIRMED,8.61742738,1.01,733.0,0.992,5009.0,0.84,68.28,K,1,17.975202246496913
5437348,FALSE POSITIVE,35.945188,1.5,789.0,0.0,6578.0,1.744,91.51,F,0,2.0197418358195813
8429668,FALSE POSITIVE,5.00749378,1.68,1499.0,0.0,5242.0,2.243,1192.26,G,0,11.303059471798287
7429240,CONFIRMED,154.608014,2.33,292.0,1.0,5462.0,0.946,1.72,G,1,4.087110258074979
10120548,CANDIDATE,8.8303681,1.32,676.0,0.851,5051.0,0.706,49.36,K,0,33.543335526409145
4474462,CANDIDATE,12.85755895,1.23,860.0,0.886,5860.0,1.156,129.15,G,0,8.28306527033267
7032001,FALSE POSITIVE,0.566810643,0.52,1976.0,0.0,5776.0,0.758,3158.4199999999996,G,0,80.4501477930082
4141593,CANDIDATE,33.502923,1.08,645.0,0.791,5999.0,1.177,40.79,G,0,2.1162332611993286
10003058,CANDIDATE,148.568877,5.97,555.0,0.898,5814.0,2.747,22.49,G,0,2.721969824137528
9031703,CANDIDATE,9.3335486,1.69,1082.0,0.949,5354.0,1.863,323.68,G,0,7.6283954850784195
6199864,FALSE POSITIVE,154.608014,1.92,178.0,0.0,4227.0,0.62,0.24,K,0,6.571457544238296
9577855,FALSE POSITIVE,2.21030572,1.06,1572.0,0.01,6355.0,1.09,1440.34,F,0,41.62320133705305
12204137,CANDIDATE,9.54060855,1.75,735.0,0.817,5271.0,0.831,69.25,G,0,48.42458398526371
4386607,FALSE POSITIVE,5.99321872,1.23,952.0,0.191,5853.0,0.868,194.41,G,0,33.904986534514464
5389956,CANDIDATE,1.80926734,0.89,1444.0,0.98,5897.0,0.891,1028.71,G,0,54.1655717943817
12108364,FALSE POSITIVE,0.70544189,1.04,1960.0,0.0,5838.0,0.897,3158.4199999999996,G,0,189.243085635303
8295671,FALSE POSITIVE,0.981399749,1.21,1820.0,0.0,6038.0,0.898,2602.14,F,0,161.30022466512779
10662202,CANDIDATE,5.04413987,1.18,862.0,0.915,4954.0,0.828,130.09,K,0,34.098975134089606
10407210,FALSE POSITIVE,0.933728755,0.72,2777.0,0.0,6652.0,1.863,3158.4199999999996,F,0,14.45816028231882
7457278,FALSE POSITIVE,12.607591424,1.61,809.0,0.0,6047.0,1.002,101.31,F,0,6.305724648457643
3934657,CANDIDATE,5.3694084,0.62,974.0,0.904,5753.0,0.869,212.68,G,0,7.449610277363145
7515336,CANDIDATE,5.65690281,0.74,1159.0,0.995,5687.0,1.32,425.7,G,0,5.692160724960378
8984755,FALSE POSITIVE,0.734573766,0.86,2061.0,0.0,5602.0,1.051,3158.4199999999996,G,0,93.11522295774445
7366895,FALSE POSITIVE,154.608014,1.5,279.0,0.0,5914.0,0.971,1.43,G,0,1.5167389705943704
10729472,FALSE POSITIVE,154.608014,1.62,246.0,0.0,5838.0,0.897,0.87,G,0,2.137664092884603
6200612,FALSE POSITIVE,154.608014,2.06,277.0,0.0,6360.0,0.999,1.39,F,0,2.707492251986369
9777200,FALSE POSITIVE,1.332580225,2.18,3111.0,0.0,6858.0,2.747,3158.4199999999996,F,0,34.74462484988474
3557560,CANDIDATE,7.4299322,1.81,1024.0,0.962,5635.0,1.252,259.7,G,0,22.194011406995074
12109267,CANDIDATE,79.334347,1.56,500.0,0.8,6384.0,1.15,14.73,F,0,2.07854487035735
8700895,CANDIDATE,5.68251605,1.03,1090.0,0.878,5753.0,1.157,333.82,G,0,14.289444901787826
5003670,CONFIRMED,7.99144696,1.53,901.0,1.0,5700.0,1.006,155.95,G,1,18.14439872100459
5200084,FALSE POSITIVE,2.9039446,1.17,2637.0,0.0,7846.0,2.747,3158.4199999999996,A,0,4.511105342712116
4144873,FALSE POSITIVE,68.538296,25.77,1031.0,0.348,4687.0,2.747,267.17,K,0,15.859746498512306
5003670,CANDIDATE,4.52628739,1.02,1089.0,0.607,5700.0,1.006,332.79,G,0,22.00478922749092
9171886,FALSE POSITIVE,154.608014,2.53,225.0,0.0,5680.0,0.757,0.61,G,0,7.1561620343949315
3337061,FALSE POSITIVE,6.5588346,0.7,973.0,0.0,5780.0,1.0,211.64,G,0,6.2816037471047075
5696918,FALSE POSITIVE,0.643007769,0.35,1070.0,0.0,3925.0,0.421,311.13,K,0,105.90851819085874
12265786,CANDIDATE,0.597018404,1.09,1578.0,0.996,4985.0,0.63,1473.77,K,0,411.04260497805365
8487838,FALSE POSITIVE,1.061937837,0.68,1757.0,0.0,5893.0,0.941,2252.16,G,0,48.96708469009942
10873178,CANDIDATE,4.82025124,0.78,1018.0,0.955,6035.0,0.777,254.2,F,0,19.52180401285473
11337012,CANDIDATE,12.4019263,1.49,713.0,1.0,5555.0,0.832,60.93,G,0,17.021549305610694
8359569,CANDIDATE,152.823896,2.45,395.0,0.882,6452.0,1.137,5.77,F,0,2.985135256596259
8937762,FALSE POSITIVE,15.07277287,1.73,635.0,0.978,5521.0,0.771,38.57,G,0,22.888953676643574
2720828,FALSE POSITIVE,1.71659304,1.17,1607.0,0.0,6192.0,0.987,1577.89,F,0,80.39179746412114
9837828,CANDIDATE,6.80899076,48.03,795.0,0.0,4992.0,0.854,94.48,K,0,175.06265495358082
4857058,CANDIDATE,77.915425,1.17,367.0,0.129,5135.0,0.874,4.28,K,0,2.2947959277639827
8652577,FALSE POSITIVE,154.608014,2.66,262.0,0.156,6056.0,0.918,1.11,F,0,4.308314832890875
8804937,FALSE POSITIVE,154.608014,2.11,317.0,0.0,5900.0,0.951,2.39,G,0,2.9429263608547487
9947389,CANDIDATE,154.608014,2.02,278.0,0.972,5497.0,1.08,1.41,G,0,2.2980697494762468
11912987,FALSE POSITIVE,3.74786694,0.89,1176.0,0.0,5957.0,0.971,451.72,G,0,21.585611574566734
3765917,CANDIDATE,30.5392931,2.72,669.0,0.924,5803.0,1.328,47.46,G,0,14.021280669394407
4136659,FALSE POSITIVE,0.913244995,0.77,1967.0,0.0,5923.0,1.049,3158.4199999999996,G,0,52.34082887035149
3438976,FALSE POSITIVE,2.97599368,0.79,1395.0,0.0,6202.0,1.055,894.1,F,0,18.481222043455414
7833305,CANDIDATE,8.31224474,10.63,801.0,0.996,5421.0,0.816,97.64,G,0,8.517554789899027
6610064,FALSE POSITIVE,0.584148495,0.87,2130.0,0.0,5427.0,1.031,3158.4199999999996,G,0,113.32734838253756
12647577,CANDIDATE,12.6362048,1.1,774.0,0.999,5772.0,0.992,85.06,G,0,9.813072988497305
5476671,FALSE POSITIVE,0.824180121,17.8,1912.0,0.0,5977.0,0.883,3155.32,G,0,252.49335029763475
7335972,FALSE POSITIVE,0.579770948,2.4,1953.0,0.0,5561.0,0.854,3158.4199999999996,G,0,807.0428530682431
4252671,CANDIDATE,23.266633,2.66,1156.0,0.95,5758.0,2.747,422.77,G,0,2.144702243766857
2694632,FALSE POSITIVE,0.92225589,1.29,2206.0,0.0,5631.0,1.485,3158.4199999999996,G,0,35.78182623479911
11153476,CANDIDATE,7.94004281,0.98,1010.0,0.999,6278.0,1.081,245.79,F,0,10.314805846745807
6144039,CANDIDATE,2.85855049,1.23,1212.0,0.961,5441.0,0.964,510.14,G,0,29.87528130034884
5428471,FALSE POSITIVE,0.75499096,1.39,1949.0,0.0,5743.0,0.946,3158.4199999999996,G,0,285.8312369726917
7283710,FALSE POSITIVE,154.608014,2.35,202.0,0.0,4957.0,0.763,0.39,K,0,6.131635582616047
5985713,CANDIDATE,8.95294046,0.86,1012.0,1.0,6047.0,1.207,247.66,F,0,4.9145864642553425
10794509,FALSE POSITIVE,1.428596987,1.62,2637.0,0.0,6745.0,2.144,3158.4199999999996,F,0,34.999373829702755
6839010,CANDIDATE,4.84350003,0.9,1121.0,0.987,5762.0,1.056,373.1,G,0,10.364405840625132
9775385,CANDIDATE,45.163025,2.35,886.0,0.0,7675.0,2.015,145.48,A,0,2.885103466829337
6197344,CANDIDATE,36.7614011,1.52,475.0,0.926,5305.0,0.823,12.0,G,0,4.3768734375034475
11357664,CANDIDATE,4.373570433,1.23,727.0,0.949,4362.0,0.64,66.12,K,0,83.68448744723806
2576224,FALSE POSITIVE,2.21701025,1.16,2371.0,0.0,7524.0,2.092,3158.4199999999996,A,0,13.261102423861143
3967501,FALSE POSITIVE,43.0759115,48.03,1032.0,0.0,4766.0,2.747,268.5,K,0,80.13759615974696
7272132,CANDIDATE,154.608014,2.29,371.0,0.985,6338.0,1.002,4.47,F,0,2.818741336396702
6437226,FALSE POSITIVE,154.608014,2.38,258.0,0.0,6014.0,0.993,1.05,F,0,3.505639752930272
2710623,FALSE POSITIVE,1.02087831,0.64,1903.0,0.0,5750.0,1.106,3115.14,G,0,32.71692587924608
2696703,FALSE POSITIVE,6.09406648,48.03,1417.0,0.0,6785.0,1.666,953.63,F,0,496.71266467706795
7699298,FALSE POSITIVE,1.1578141,1.24,2133.0,0.0,5412.0,1.629,3158.4199999999996,G,0,47.330568871116704
8430053,CANDIDATE,15.9513866,1.17,849.0,0.997,6451.0,1.168,123.03,F,0,6.218895102197574
7115661,FALSE POSITIVE,0.566800926,2.19,2200.0,0.0,5780.0,1.0,3158.4199999999996,G,0,466.65414233991567
2853889,FALSE POSITIVE,24.1876477,48.03,782.0,0.0,6437.0,1.31,88.31,F,0,8.053697590444068
12458605,CANDIDATE,7.7859111,0.68,939.0,0.964,6045.0,0.954,183.92,F,0,5.84388897016818
4845862,FALSE POSITIVE,2.44926655,0.76,1033.0,0.002,4840.0,0.749,269.06,K,0,44.176490304822075
10130057,FALSE POSITIVE,2.17812826,0.81,1206.0,0.0,5426.0,0.805,500.27,G,0,46.27826645984567
4953173,CANDIDATE,31.183688,3.21,876.0,0.0,5947.0,2.407,139.27,G,0,4.483113094256202
9838608,FALSE POSITIVE,1.33259494,0.89,1665.0,0.0,6063.0,0.918,1814.46,F,0,69.56352393173579
4247811,FALSE POSITIVE,2.05048377,0.66,1339.0,0.0,5568.0,0.854,761.65,G,0,29.505232318907844
6543645,FALSE POSITIVE,1.19550618,0.78,2152.0,0.0,6088.0,1.463,3158.4199999999996,F,0,22.500929271649603
5352640,CANDIDATE,2.94242323,1.42,1098.0,0.984,5436.0,0.819,344.64,G,0,99.67974593512164
8738244,FALSE POSITIVE,0.683082998,9.92,3749.0,0.0,8247.0,2.747,3158.4199999999996,A,0,209.78417032713205
4157052,FALSE POSITIVE,0.791771167,48.03,3419.0,0.0,6218.0,2.747,3158.4199999999996,F,0,643.115108534888
10006641,FALSE POSITIVE,0.894172544,0.68,1461.0,0.0,4982.0,0.736,1070.89,K,0,96.40197585847592
10815916,FALSE POSITIVE,1.68207624,1.01,1980.0,0.002,6495.0,1.311,3158.4199999999996,F,0,32.519334557629804
3547760,FALSE POSITIVE,9.8480917,0.88,711.0,0.981,5289.0,0.748,60.47,G,0,14.408882890479179
7281484,FALSE POSITIVE,0.566800593,0.48,2783.0,0.0,6476.0,1.353,3158.4199999999996,F,0,21.70075358407397
4848115,FALSE POSITIVE,0.969602551,0.69,1334.0,0.002,4856.0,0.66,750.09,K,0,114.47989682527145
4048898,CANDIDATE,13.0914878,0.79,892.0,0.967,5919.0,1.288,149.52,G,0,2.8644567044549363
5991765,FALSE POSITIVE,9.25801294,1.73,1229.0,0.0,6200.0,1.834,539.51,F,0,9.516080888087416
3962872,FALSE POSITIVE,25.9554044,1.46,656.0,0.0,6058.0,1.038,43.9,F,0,4.727339174110499
11912911,FALSE POSITIVE,3.74788208,0.94,979.0,0.0,5340.0,0.777,216.97,G,0,40.9297829348996
7045435,FALSE POSITIVE,0.93479255,24.75,2040.0,0.0,6018.0,1.053,3158.4199999999996,F,0,264.7646261194529
2972800,FALSE POSITIVE,154.608014,1.56,268.0,0.0,6028.0,0.938,1.22,F,0,1.7586410494866067
8573168,FALSE POSITIVE,0.89628253,0.76,1670.0,0.001,5561.0,0.818,1848.85,G,0,96.39817480320632
10801249,FALSE POSITIVE,1.67495622,0.77,1843.0,0.0,6323.0,1.263,2732.19,F,0,21.433396032285547
