kepid,koi_disposition,koi_period,koi_prad,koi_teq,koi_score,koi_steff,koi_srad,koi_insol,stellar_class,is_planet,transit_ratio
9210387,CONFIRMED,5.90608902,1.77,1012.0,1.0,5966.0,0.961,247.83,G,1,57.68622837317139
11852982,CONFIRMED,13.81504449,1.91,391.0,1.0,3732.0,0.509,5.52,K,1,74.74460185397491
8559152,CONFIRMED,12.4128518,1.5,933.0,0.974,5945.0,1.346,179.24,G,1,8.708715913292382
2718778,CONFIRMED,3.92453009,1.82,1074.0,0.999,5776.0,0.849,314.25,G,1,118.10331157379404
3122913,CONFIRMED,11.60653061,1.88,584.0,1.0,4703.0,0.701,27.47,K,1,66.48843017181342
9229657,CONFIRMED,2.66831274,1.48,1252.0,1.0,5806.0,0.899,581.38,G,1,99.76341828656861
10415227,FALSE POSITIVE,2.9322509,1.33,1312.0,0.001,6106.0,0.966,700.81,F,0,61.79553052571319
5175024,CONFIRMED,23.4772553,1.34,738.0,0.993,6384.0,1.121,70.05,F,1,6.022850550166314
9026749,CONFIRMED,66.5576728,4.96,757.0,0.956,5734.0,2.747,77.68,G,1,3.218261561573108
12216278,FALSE POSITIVE,2.01948607,2.15,1430.0,0.001,5884.0,0.944,988.37,G,0,136.37132936500026
9159242,FALSE POSITIVE,3.04468229,0.86,1244.0,0.0,5575.0,0.98,566.03,G,0,23.45072266965497
12061096,FALSE POSITIVE,15.05028313,2.46,735.0,0.0,5887.0,0.989,69.16,G,0,40.87630742133421
5794240,CONFIRMED,2.455240626,10.6,730.0,0.999,3793.0,0.568,67.3,K,1,1978.0953233542657
6933567,CONFIRMED,9.08233411,1.35,734.0,0.918,5354.0,0.788,68.75,G,1,32.689834617854636
9993529,FALSE POSITIVE,0.790539912,1.24,1502.0,0.0,4791.0,0.767,1200.65,K,0,350.7729284641103
11303815,FALSE POSITIVE,1.705782214,1.82,1455.0,0.0,5387.0,1.009,1060.41,G,0,162.97508422725292
6044553,FALSE POSITIVE,0.532086296,16.99,1790.0,0.0,5271.0,0.698,2417.28,G,0,931.8037388431443
9654468,CONFIRMED,47.7052566,2.89,347.0,1.0,4551.0,0.672,3.42,K,1,24.347421705305322
4349452,CONFIRMED,6.238535444,2.53,1185.0,1.0,6267.0,1.258,465.61,F,1,64.37408324517007
10027247,CONFIRMED,86.829519,1.68,196.0,0.937,3576.0,0.463,0.35,M,1,8.649132330215949
6343170,CONFIRMED,9.95667035,3.41,946.0,0.998,6165.0,1.115,189.48,F,1,58.93536487325805
7107802,CONFIRMED,10.41728722,1.64,870.0,0.996,5557.0,1.151,135.34,G,1,20.19719678997197
11752632,CONFIRMED,0.984941669,1.49,2335.0,1.0,5825.0,1.662,3158.4199999999996,G,1,82.64448805648003
10028535,CONFIRMED,0.663085361,1.6,1681.0,1.0,5172.0,0.767,1894.94,K,1,486.6643406413552
7047207,CONFIRMED,19.1187425,2.33,823.0,1.0,5862.0,1.463,108.48,G,1,11.376271216582367
5212220,FALSE POSITIVE,1.08749101,4.91,3081.0,0.0,5988.0,2.747,3158.4199999999996,G,0,116.23084589913071
9964748,FALSE POSITIVE,1.183818383,0.91,1775.0,0.0,6014.0,0.992,2337.65,F,0,71.21024745904795
9842937,FALSE POSITIVE,4.98845099,1.33,1055.0,0.0,5695.0,0.961,292.71,G,0,38.86978149904606
9757613,CONFIRMED,3.543919702,1.21,652.0,1.0,3879.0,0.537,42.68,K,1,143.06193216338286
8247770,CANDIDATE,8.28157072,1.37,956.0,0.427,5640.0,1.175,197.82,G,0,16.808405640228596
6867588,CANDIDATE,0.82628442,0.96,1629.0,1.0,5218.0,0.829,1654.69,G,0,163.26097495581485
7501646,CANDIDATE,6.37705295,2.15,935.0,1.0,5672.0,0.965,180.66,G,0,78.84519760808948
11962284,CONFIRMED,8.83929462,1.94,778.0,0.999,5330.0,0.87,86.5,G,1,35.7720851712034
2573056,FALSE POSITIVE,0.631795416,1.88,2797.0,0.0,6414.0,1.519,3158.4199999999996,F,0,229.82123061177765
6842682,CONFIRMED,7.56126152,1.2,891.0,0.992,5853.0,0.895,149.17,G,1,23.88490326942163
8890150,CONFIRMED,34.9897847,1.14,292.0,0.985,3765.0,0.521,1.71,K,1,14.247015358171094
8890150,CONFIRMED,7.05429483,1.0,497.0,0.983,3765.0,0.521,14.46,K,1,50.93351052921614
8838950,CANDIDATE,2.27050106,0.55,903.0,0.911,4671.0,0.528,157.05,K,0,46.99403223357227
11360805,CONFIRMED,26.7838935,1.59,523.0,1.0,5242.0,0.856,17.69,G,1,13.638793777312474
9845898,CONFIRMED,45.126216,2.32,604.0,1.0,6499.0,1.169,31.54,F,1,8.267921245601448
12453581,CONFIRMED,11.94019101,1.86,625.0,0.986,5073.0,0.748,35.99,K,1,52.90535130224856
11922678,FALSE POSITIVE,3.51295674,1.1,1434.0,0.0,6453.0,1.17,999.6,F,0,23.655287027531116
11179076,CONFIRMED,48.4313003,2.78,396.0,0.985,4891.0,0.805,5.81,K,1,18.30221353771912
5364071,CONFIRMED,7.203855862,2.25,509.0,1.0,3834.0,0.539,15.87,K,1,245.1326114553512
5959719,CONFIRMED,6.73808701,0.73,786.0,0.922,5168.0,0.769,90.19,K,1,13.787295988034444
5544903,FALSE POSITIVE,7.57571414,2.45,1075.0,0.0,6418.0,1.171,315.8,F,0,55.24231673292784
5542983,FALSE POSITIVE,4.76887671,2.11,1532.0,0.0,6063.0,1.855,1303.61,F,0,24.282447847136734
8256453,FALSE POSITIVE,1.347512632,23.45,1346.0,1.0,5316.0,0.685,775.18,G,0,1967.9221827139058
9474493,FALSE POSITIVE,0.512581697,1.32,2009.0,0.0,5547.0,0.82,3158.4199999999996,G,0,505.4803975960149
4551663,FALSE POSITIVE,12.07760884,1.03,708.0,0.0,5370.0,0.845,59.51,G,0,12.50247478622598
12257999,CANDIDATE,18.55581565,20.83,1793.0,1.0,5988.0,2.747,2442.24,G,0,30.49717730947602
6922203,CANDIDATE,13.33094869,25.95,815.0,1.0,5991.0,1.039,104.37,G,0,54.429734662792406
11752908,FALSE POSITIVE,6.38315744,2.35,787.0,0.0,5262.0,0.714,91.0,G,0,174.30245305057053
7021681,CONFIRMED,27.52194772,2.47,314.0,1.0,3780.0,0.511,2.28,K,1,84.0347501394062
4346178,CONFIRMED,16.1289679,2.94,715.0,1.0,5392.0,1.087,61.87,G,1,24.1180962360276
9664142,CONFIRMED,13.5631157,1.75,733.0,0.978,5853.0,0.895,68.41,G,1,24.802560668268868
10018233,CONFIRMED,16.2959916,1.83,678.0,0.894,5495.0,0.961,49.81,G,1,22.68042406207426
8081899,CONFIRMED,4.16056658,0.7,985.0,0.986,5481.0,0.815,222.54,G,1,18.218672515511095
10189557,FALSE POSITIVE,2.93101771,1.15,1134.0,0.001,5485.0,0.788,390.28,G,0,67.92862401367067
8478994,CONFIRMED,39.79220077,1.9,458.0,0.997,5437.0,0.781,10.38,G,1,15.339689391097732
9965184,FALSE POSITIVE,16.2276756,2.11,648.0,0.0,5328.0,0.883,41.57,G,0,32.40143646943496
9911882,FALSE POSITIVE,1.595630597,17.94,1346.0,0.28,5632.0,0.729,778.05,G,0,162.69429809636574
8631504,CONFIRMED,14.8200596,0.96,552.0,1.0,4825.0,0.732,21.92,K,1,12.476333091130078
8110767,CONFIRMED,20.49041,2.34,625.0,0.96,5681.0,0.923,36.01,G,1,32.29803600806426
5471574,FALSE POSITIVE,0.962827066,29.27,3399.0,0.0,6534.0,2.747,3158.4199999999996,F,0,89.63187995797368
6767840,CONFIRMED,8.679037,1.79,949.0,1.0,6117.0,1.027,191.84,F,1,34.7503991514266
8379705,CONFIRMED,11.1296971,1.93,843.0,1.0,6122.0,0.964,119.44,F,1,33.33424051585375
9896018,CONFIRMED,2.7296036,1.53,1455.0,0.999,5887.0,1.235,1056.15,G,1,53.3410785360922
11037511,CONFIRMED,3.11604194,1.59,1123.0,1.0,5591.0,0.86,375.55,G,1,110.78156412747127
9757613,CONFIRMED,46.82767725,2.13,276.0,0.965,3879.0,0.537,1.37,K,1,32.83741774742842
11818872,CONFIRMED,12.7372371,0.87,697.0,1.0,5420.0,0.868,55.82,G,1,7.913804164012932
11771430,CONFIRMED,40.0306267,2.01,617.0,0.984,5855.0,1.373,34.19,G,1,5.358397249374065
5513012,CONFIRMED,0.679336747,1.4,1883.0,1.0,5440.0,0.913,2982.78,G,1,354.3161783356318
11761199,FALSE POSITIVE,154.608014,46.07,291.0,0.0,5931.0,0.845,1.69,G,0,31.4129900148643
8074805,FALSE POSITIVE,154.608014,24.4,387.0,0.0,5989.0,1.324,5.33,G,0,31.4129900148643
2437505,CANDIDATE,21.47642727,48.03,655.0,0.0,5780.0,1.0,43.52,G,0,226.14096557783748
2437505,FALSE POSITIVE,17.5509742,5.97,700.0,0.0,5780.0,1.0,56.9,G,0,219.87383469574016
11253827,CONFIRMED,88.5122014,4.7,390.0,0.82,5593.0,0.945,5.47,G,1,28.45596381246484
3533469,FALSE POSITIVE,10.21507506,1.5,780.0,0.387,5406.0,0.95,87.48,G,0,25.31552616902651
8956706,FALSE POSITIVE,8.3806973,1.91,701.0,0.0,5062.0,0.735,57.04,K,0,77.65463620789644
7047363,CONFIRMED,31.0572947,1.85,480.0,1.0,5395.0,0.734,12.57,G,1,20.49759987626997
11968463,CONFIRMED,15.1622287,3.12,829.0,0.982,6325.0,1.112,111.74,F,1,31.644424411036617
11968463,CONFIRMED,10.04378351,2.94,951.0,1.0,6325.0,1.112,193.39,F,1,43.599107802752705
8836888,CANDIDATE,7.10397925,1.51,818.0,0.294,5488.0,0.789,105.84,G,0,52.153868551910534
9880190,CONFIRMED,4.5513988,1.13,907.0,0.976,5009.0,0.84,159.65,K,1,41.459781551113466
5364071,CONFIRMED,10.91274065,2.13,443.0,1.0,3834.0,0.539,9.12,K,1,127.11747163165653
5392702,FALSE POSITIVE,12.2141545,18.13,683.0,0.0,5435.0,0.824,51.37,G,0,43.86713791773307
8429566,FALSE POSITIVE,3.732261,1.09,1119.0,0.0,5762.0,0.867,369.47,G,0,41.15467808923331
10387742,CONFIRMED,3.03267135,0.6,1187.0,0.998,5640.0,0.921,468.31,G,1,13.981073155190389
7673841,CONFIRMED,5.34182466,0.95,1125.0,0.989,5767.0,1.135,379.09,G,1,13.19773756857081
9827149,CONFIRMED,2.131945045,1.66,1418.0,1.0,5845.0,1.013,955.16,G,1,126.36348231949852
5546691,CONFIRMED,12.9462567,1.13,764.0,0.999,6058.0,0.867,80.34,F,1,13.030793681080029
12156347,CONFIRMED,5.77957133,1.5,598.0,1.0,4102.0,0.581,30.22,K,1,68.6210061880143
8636539,CANDIDATE,6.77367892,1.33,1083.0,0.99,6392.0,1.072,324.84,F,0,22.247880624374204
9283156,CANDIDATE,5.22402436,0.58,941.0,1.0,5487.0,0.84,185.16,G,0,9.20746089323366
8547429,CONFIRMED,11.6601667,2.08,834.0,0.995,5791.0,1.083,114.36,G,1,15.522934161824633
8803882,FALSE POSITIVE,89.465468,2.57,549.0,0.054,5192.0,2.46,21.43,K,0,0.758952046168249
9893318,CONFIRMED,18.0161227,2.39,768.0,1.0,6245.0,1.065,82.38,F,1,27.725166414413906
6864885,FALSE POSITIVE,40.8777605,29.55,526.0,0.0,5930.0,0.937,18.15,G,0,17.591472507404116
5097868,FALSE POSITIVE,6.80243431,2.6,895.0,1.0,5836.0,0.816,151.72,G,0,36.61924373658523
8570333,CONFIRMED,84.5733346,2.59,366.0,0.982,5418.0,0.888,4.26,G,1,10.542329969805873
8478994,CONFIRMED,21.30181863,0.72,564.0,1.0,5437.0,0.781,23.89,G,1,4.098241634498415
5036705,CONFIRMED,4.14789051,1.93,1389.0,0.987,6150.0,1.417,878.32,F,1,33.17348895017
9574158,CANDIDATE,15.92108138,3.14,645.0,1.0,5595.0,0.82,40.88,G,0,45.022067464615894
9653622,CONFIRMED,19.0054098,28.47,758.0,1.0,6347.0,1.036,78.19,F,1,28.539242547666614
4391348,FALSE POSITIVE,1.96433113,1.33,1638.0,0.0,6306.0,1.121,1704.63,F,0,70.81290820860737
7294743,CANDIDATE,2.81043228,1.43,1701.0,0.992,5415.0,2.079,1978.53,G,0,16.86573284021631
8947520,CONFIRMED,0.968527683,1.21,1677.0,0.98,5580.0,0.886,1867.0,G,1,118.3239281762481
10468885,CONFIRMED,0.664074145,1.19,1703.0,1.0,5178.0,0.797,1998.48,K,1,320.14497417302704
12016267,FALSE POSITIVE,11.7489907,1.01,1114.0,0.0,6440.0,1.655,363.51,F,0,3.123672572146985
6765135,CANDIDATE,154.608014,2.87,348.0,0.994,6225.0,1.009,3.46,F,0,3.27796720809052
3861595,CONFIRMED,3.849371737,12.94,2034.0,1.0,6244.0,2.747,3158.4199999999996,F,1,337.3537524365109
5725087,FALSE POSITIVE,0.366197145,48.03,3749.0,0.0,4448.0,2.747,3158.4199999999996,K,0,751.7808474448921
10489206,CONFIRMED,4.164384505,2.54,590.0,1.0,3808.0,0.508,28.75,K,1,561.4275043989963
3426367,CONFIRMED,2.10433534,0.79,662.0,1.0,3605.0,0.433,45.34,M,1,115.04820329634344
5562090,CONFIRMED,28.8431751,2.66,491.0,0.998,5151.0,0.785,13.77,K,1,26.234975774217038
11548140,FALSE POSITIVE,1.378649746,6.51,734.0,0.0,3440.0,0.439,68.34,M,0,3522.794686678889
12110786,FALSE POSITIVE,1.112207126,0.73,1797.0,0.0,6046.0,0.972,2467.09,F,0,49.181486722465046
5342061,CANDIDATE,64.034363,3.47,411.0,0.989,5691.0,0.783,6.72,G,0,11.849887536165543
3654095,FALSE POSITIVE,1.303576682,1.51,1694.0,0.0,6045.0,0.955,1940.45,F,0,188.32800815625512
5078939,FALSE POSITIVE,1.958577398,1.8,1252.0,0.0,5402.0,0.816,579.19,G,0,231.29032350857344
6867555,CONFIRMED,5.19103699,1.92,1183.0,1.0,6321.0,1.125,462.91,F,1,55.88478767515006
5339567,CONFIRMED,4.86638504,1.32,1121.0,0.984,5688.0,1.111,372.7,G,1,29.54965519949897
4459924,FALSE POSITIVE,4.79176993,0.81,883.0,0.0,5138.0,0.756,143.74,K,0,24.33338864414135
11080405,CONFIRMED,25.1933989,1.95,513.0,0.999,5009.0,0.84,16.34,K,1,19.10024137314795
5529738,FALSE POSITIVE,0.759762021,24.2,2280.0,0.0,6386.0,1.123,3158.4199999999996,F,0,298.77776688708684
4047631,CANDIDATE,4.790912471,2.25,717.0,1.0,4359.0,0.676,62.51,K,0,75.288371929849
10059645,CONFIRMED,6.49441464,1.75,732.0,0.965,4769.0,0.742,68.05,K,1,55.01650569080388
5364071,CONFIRMED,2.576571021,1.57,717.0,1.0,3834.0,0.539,62.42,K,1,330.98253184149274
7183745,CONFIRMED,28.4750006,2.64,489.0,1.0,4996.0,0.831,13.5,K,1,26.823528846563043
8212002,CONFIRMED,14.7966306,0.98,874.0,1.0,6175.0,1.307,138.25,F,1,3.791403699704445
8004903,CONFIRMED,11.25401871,2.42,888.0,0.993,5995.0,1.118,147.13,G,1,38.510687707929
8883329,CONFIRMED,9.18244299,1.24,1052.0,0.993,6194.0,1.314,289.74,F,1,9.539944881269554
8883329,CONFIRMED,14.6134781,1.12,901.0,0.932,6194.0,1.314,155.87,F,1,4.981702473691051
3644653,FALSE POSITIVE,119.682075,30.39,351.0,0.0,5778.0,0.911,3.59,G,0,14.238556609249965
11253827,CONFIRMED,42.9923284,3.32,496.0,1.0,5593.0,0.945,14.33,G,1,26.05348539345452
5514383,CONFIRMED,6.88341278,2.63,1080.0,1.0,6139.0,1.193,321.63,F,1,70.80789945013294
10747445,FALSE POSITIVE,4.593595496,44.14,1022.0,0.003,5717.0,0.884,258.12,G,0,1057.2763762567047
8022489,CONFIRMED,154.608014,9.52,391.0,0.989,5616.0,1.674,5.54,G,1,16.658903593445032
8022489,CONFIRMED,11.1726723,1.5,1019.0,0.986,5616.0,1.674,255.06,G,1,6.873915025682799
8022489,CONFIRMED,2.53573284,1.36,1671.0,0.999,5616.0,1.674,1842.18,G,1,26.81670518570876
9209624,CONFIRMED,6.79164656,1.01,994.0,0.996,5772.0,1.003,230.81,G,1,15.106793189779886
9209624,CONFIRMED,11.8376933,1.0,826.0,0.991,5772.0,1.003,110.03,G,1,7.847812715337033
3354846,CONFIRMED,18.5525162,2.53,612.0,0.995,5569.0,0.829,33.14,G,1,41.58465577838978
6516185,CANDIDATE,47.3659328,11.97,481.0,0.989,5708.0,0.902,12.62,G,0,15.981950639426655
8478994,CONFIRMED,13.3669309,0.27,656.0,0.0,5417.0,0.772,43.71,G,1,0.9127001621591385
3946023,FALSE POSITIVE,1.045492348,0.83,2291.0,0.0,6057.0,1.457,3158.4199999999996,F,0,27.451181306972128
7183745,CONFIRMED,4.86634094,1.94,881.0,0.943,4996.0,0.831,142.39,K,1,75.35435854603315
9177629,CONFIRMED,5.60402307,1.25,774.0,1.0,4847.0,0.737,84.65,K,1,40.131883325740844
7778767,CONFIRMED,13.0313583,2.88,774.0,0.998,5514.0,1.071,84.94,G,1,43.993878980366915
7515762,CONFIRMED,40.9905002,2.41,627.0,0.951,5842.0,1.41,36.5,G,1,7.252900026821337
5942949,CONFIRMED,57.2932309,1.95,355.0,0.833,4806.0,0.729,3.76,K,1,13.502467706006087
12120307,CONFIRMED,8.00504749,1.52,1035.0,0.996,6398.0,1.101,271.68,F,1,23.422721755770617
12120307,CONFIRMED,12.13070414,1.61,901.0,0.969,6398.0,1.101,155.85,F,1,17.410366089432955
12120307,CONFIRMED,5.61357653,1.41,1165.0,0.999,6398.0,1.101,435.61,F,1,28.91204905333321
7446631,CANDIDATE,29.2254372,1.35,614.0,1.0,6049.0,1.008,33.69,F,0,5.957139282761525
9777251,FALSE POSITIVE,1.33255087,1.19,1728.0,0.0,5774.0,1.054,2107.29,G,0,92.52930058872724
6864893,FALSE POSITIVE,40.8792243,1.62,437.0,0.0,5383.0,0.72,8.59,G,0,10.117608811867793
11701407,CONFIRMED,18.8262877,2.34,591.0,0.942,5215.0,0.845,28.85,G,1,42.27068090540229
5906426,CANDIDATE,13.9034057,1.55,646.0,0.893,5261.0,0.819,41.08,G,0,18.80114884369662
11288051,CONFIRMED,3.41045981,1.06,892.0,1.0,4983.0,0.651,149.88,K,1,39.935963942645024
10813132,CONFIRMED,4.76702759,1.19,1046.0,0.836,5629.0,0.937,282.97,G,1,34.27712487814656
5857540,CONFIRMED,13.62801048,3.28,639.0,1.0,5052.0,0.855,39.48,K,1,66.97969607079433
12208631,CANDIDATE,53.3580444,3.41,474.0,1.0,5481.0,1.036,11.94,G,0,13.795483104324566
7289317,CONFIRMED,16.83203175,1.86,690.0,0.968,5518.0,1.008,53.44,G,1,19.367834189119804
6500206,FALSE POSITIVE,13.37499553,2.01,703.0,0.0,5263.0,0.961,57.85,G,0,34.250478736421684
5545815,FALSE POSITIVE,4.35370136,1.33,1179.0,0.01,5992.0,0.985,456.83,G,0,38.79457639235044
3116302,FALSE POSITIVE,134.96694,0.87,385.0,0.0,6154.0,1.053,5.18,F,0,0.5067907740962343
7879433,CONFIRMED,1.385787741,0.55,1008.0,0.982,4239.0,0.6,245.15,K,1,61.6255992698957
9205907,CONFIRMED,12.02295362,3.28,776.0,0.997,5982.0,0.879,85.78,G,1,64.75946132777314
8463346,CONFIRMED,16.79716262,2.75,503.0,0.982,4652.0,0.697,15.19,K,1,60.9507702676513
5364071,CONFIRMED,18.59611518,1.53,371.0,0.999,3834.0,0.539,4.48,K,1,43.761828323973624
10489206,CONFIRMED,5.77440326,0.8,529.0,0.997,3808.0,0.508,18.6,K,1,42.48058006257083
7531677,FALSE POSITIVE,2.622134451,1.64,1548.0,0.424,5864.0,1.369,1359.14,G,0,48.891467007387256
10068659,CONFIRMED,11.47685263,1.58,796.0,0.993,5550.0,1.032,94.94,G,1,20.963935650012786
2443393,CANDIDATE,73.711039,1.77,563.0,0.884,6374.0,1.502,23.81,F,0,1.854539046722703
9019191,CANDIDATE,14.43348326,16.25,558.0,0.742,4915.0,0.702,22.91,K,0,36.49846613671827
9718379,FALSE POSITIVE,40.0088894,20.75,585.0,0.0,6237.0,1.023,27.65,F,0,14.554265532799317
3002478,CANDIDATE,6.35705314,1.59,990.0,0.999,5982.0,0.96,227.07,G,0,42.81858181855626
4055774,FALSE POSITIVE,6.58738839,1.35,871.0,0.0,5616.0,0.822,136.02,G,0,39.24165157658178
6670075,FALSE POSITIVE,0.759706632,1.38,3749.0,0.0,8621.0,2.094,3158.4199999999996,A,0,52.25701386268799
9395024,CONFIRMED,4.37033233,1.56,1191.0,0.998,5657.0,1.182,475.39,G,1,40.68340496202036
8631751,CANDIDATE,1.530515205,0.84,608.0,1.0,3462.0,0.259,32.46,M,0,431.03132712752114
11401822,FALSE POSITIVE,1.08070294,1.04,1565.0,0.0,5482.0,0.813,1419.52,G,0,134.72712492111847
6507427,FALSE POSITIVE,4.74254518,1.77,1118.0,0.0,6046.0,1.007,369.34,F,0,64.45905909113553
5521300,FALSE POSITIVE,18.13559979,24.49,744.0,0.0,6184.0,1.038,72.36,F,0,24.961953574296423
8478994,CONFIRMED,51.20690303,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,1,8.219594919720338
9753154,CONFIRMED,3.70429015,1.45,1839.0,0.999,6732.0,1.927,2708.57,F,1,15.036619094214315
9011825,CONFIRMED,37.3331165,2.5,657.0,0.996,5623.0,1.588,44.17,G,1,5.030386359520776
4172746,CANDIDATE,17.6997392,1.96,523.0,0.996,4807.0,0.742,17.73,K,0,42.52605032734042
5174858,CONFIRMED,7.9709719,2.27,760.0,0.998,5237.0,0.826,79.1,G,1,61.272327405896384
11074835,CONFIRMED,6.03355539,3.34,1598.0,0.95,4924.0,2.747,1540.84,K,1,14.833708189426268
1996180,CONFIRMED,3.02558494,1.62,1484.0,0.999,6123.0,1.263,1148.47,F,1,42.40502334070978
10407221,FALSE POSITIVE,0.933746783,1.3,1309.0,0.0,4643.0,0.663,696.63,K,0,447.1233610665087
5991936,FALSE POSITIVE,6.09740316,45.49,1826.0,0.0,8828.0,1.828,2630.31,A,0,93.2364131224677
5095635,CANDIDATE,0.754457729,2.07,2131.0,1.0,5561.0,1.193,3158.4199999999996,G,0,328.97800693085617
6269070,CONFIRMED,2.7612237,1.84,2017.0,0.985,6381.0,2.232,3158.4199999999996,F,1,24.19217247773152
6705137,FALSE POSITIVE,5.59727625,1.26,975.0,0.0,5796.0,0.876,213.15,G,0,35.87459168198104
12254688,CANDIDATE,62.6825769,39.8,916.0,0.015,7058.0,2.747,166.36,F,0,6.363809845220323
8345172,FALSE POSITIVE,50.5715805,2.74,406.0,0.0,5262.0,0.783,6.44,G,0,25.362070698976865
4172013,CANDIDATE,16.2707207,28.42,827.0,1.0,6117.0,1.244,110.79,F,0,28.76332331117945
12254378,CONFIRMED,2.032319072,1.87,1542.0,0.999,6156.0,1.05,1333.35,F,1,155.24137146905642
4247791,FALSE POSITIVE,4.100870416,48.03,1413.0,0.0,5923.0,1.51,939.61,G,0,1184.3095507361186
7604328,CONFIRMED,4.35407371,1.63,1043.0,0.998,5455.0,0.909,279.53,G,1,63.64155006461754
11236244,CONFIRMED,11.32269749,1.51,554.0,0.956,4563.0,0.642,22.24,K,1,27.466953018454262
9837685,CONFIRMED,13.71218522,2.47,676.0,1.0,5550.0,0.831,49.26,G,1,57.3723288723196
5042210,CONFIRMED,12.14684625,1.75,1097.0,0.996,5877.0,1.963,342.49,G,1,5.820440840765562
12454461,CONFIRMED,7.46718958,1.04,1035.0,0.743,6161.0,1.169,271.25,F,1,10.137682884435351
1996180,CANDIDATE,5.42204257,1.39,1222.0,0.922,6123.0,1.263,527.11,F,0,14.588598112021092
9635606,CONFIRMED,48.8882668,2.96,386.0,0.999,4821.0,0.788,5.23,K,1,9.466484093070774
3728701,CONFIRMED,51.1319346,2.43,542.0,0.883,6071.0,1.107,20.36,F,1,7.476736465981477
10861715,FALSE POSITIVE,133.516435,2.01,344.0,0.0,5989.0,0.848,3.3,G,0,3.81975447442107
1849702,CONFIRMED,39.8312536,1.46,420.0,1.0,5026.0,0.759,7.33,K,1,9.761179095804307
9390653,CONFIRMED,9.549277089,1.57,374.0,1.0,3547.0,0.369,4.62,M,1,191.31291122596517
2305866,CANDIDATE,24.1073172,2.74,1065.0,0.966,6585.0,2.517,304.22,F,0,4.3223391112139185
11187837,CONFIRMED,17.60461401,2.64,362.0,1.0,3744.0,0.516,4.07,K,1,130.19882166675237
8885673,FALSE POSITIVE,1.228721184,1.62,1324.0,0.001,4897.0,0.764,728.99,K,0,378.9305548426192
9712350,CANDIDATE,51.5738653,2.41,417.0,0.989,5380.0,0.813,7.12,G,0,17.464271773323922
8025596,CONFIRMED,4.69505576,1.49,1098.0,0.997,5999.0,0.959,343.6,G,1,51.117603766222366
5956787,FALSE POSITIVE,0.569115976,1.8,1589.0,0.0,4788.0,0.656,1504.24,K,0,1400.2418375266275
3642741,FALSE POSITIVE,7.258450123,5.53,880.0,1.0,5638.0,0.92,141.3,G,0,511.775921450387
12071037,FALSE POSITIVE,6.0959841,0.99,988.0,0.0,5826.0,0.885,225.07,G,0,18.487581028959706
8494617,CONFIRMED,22.9221181,1.33,684.0,0.993,5897.0,1.081,51.7,G,1,6.1207258154733974
10289119,CONFIRMED,16.10474503,3.21,1159.0,0.99,5822.0,2.747,425.93,G,1,7.705803461577683
7382313,CONFIRMED,7.42697378,1.4,899.0,0.975,5573.0,0.982,154.52,G,1,27.629019043069786
9887224,FALSE POSITIVE,0.874629873,0.72,1597.0,0.0,5099.0,0.832,1538.25,K,0,77.86150702401174
7542369,FALSE POSITIVE,5.46091846,1.25,1106.0,0.0,6319.0,0.93,353.34,F,0,31.496533277297825
8544992,CONFIRMED,3.17323012,0.88,830.0,0.997,4500.0,0.633,112.21,K,1,64.44537341023349
8544992,CONFIRMED,13.2970695,0.91,515.0,0.94,4500.0,0.633,16.64,K,1,16.5224375190338
11295426,CONFIRMED,5.398752862,2.21,1140.0,1.0,5790.0,1.198,398.33,G,1,64.181489476745
7289162,FALSE POSITIVE,5.26648126,1.07,1155.0,0.0,6204.0,1.065,420.53,F,0,18.57027399732929
3001885,FALSE POSITIVE,2.67596808,1.57,998.0,0.0,4732.0,0.795,234.19,K,0,157.176762736273
12306058,CONFIRMED,7.41683033,3.36,1425.0,0.868,4938.0,2.747,973.85,K,1,9.788548041384141
6183511,CONFIRMED,0.727331746,0.67,849.0,0.958,3460.0,0.356,122.92,M,1,491.3851237286706
12469800,CONFIRMED,1.302017467,1.37,1344.0,1.0,4948.0,0.816,772.73,K,1,223.11528636351235
4915638,CONFIRMED,8.63050092,1.43,739.0,1.0,5352.0,0.764,70.63,G,1,37.749836657221515
6351097,FALSE POSITIVE,12.49117388,1.36,763.0,0.0,5753.0,0.911,80.08,G,0,15.20273449271687
8081905,CONFIRMED,3.27645723,1.71,1195.0,1.0,5812.0,0.963,482.56,G,1,98.58208953333414
11465950,CONFIRMED,16.0573291,2.27,645.0,1.0,5644.0,0.806,41.04,G,1,35.809193198886355
9996632,FALSE POSITIVE,8.44326557,1.97,934.0,0.274,6081.0,1.023,179.79,F,0,42.57831250474335
4665571,CONFIRMED,4.60300256,1.32,848.0,1.0,4821.0,0.788,122.02,K,1,65.71797344383836
4829935,FALSE POSITIVE,16.9329284,2.46,793.0,0.0,6310.0,1.095,93.34,F,0,28.83730377079962
9269042,CONFIRMED,12.00089667,1.47,632.0,0.997,5195.0,0.69,37.81,K,1,35.05571388275273
6199056,FALSE POSITIVE,1.169010526,48.03,3749.0,0.997,5944.0,2.747,3158.4199999999996,G,0,141.91488982366954
11461433,CONFIRMED,1.916940872,0.89,1246.0,0.997,5083.0,0.872,571.25,K,1,54.82693886658388
11818607,CONFIRMED,5.05661302,1.15,1049.0,1.0,5926.0,0.939,286.32,G,1,27.271218789054178
