pl_name,hostname,discoverymethod,disc_year,disc_facility,pl_orbper,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,pl_insol,st_teff,st_rad,st_mass,st_logg,st_met,sy_dist,ra,dec,planet_type,habitable_zone,stellar_class,disc_decade,mass_radius_ratio
TOI-3980 b,TOI-3980,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),3.6089254,14.4595851,187.51876013,1621.0,0.0494,675.7067999999999,5840.0,1.626,1.24,4.106,0.188,486.721,12.8419374,59.5758606,Gas Giant,0.0,G,2020.0,12.96847446404254
TOI-3984 A b,TOI-3984 A,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.353326,7.9,44.0,563.0,0.041,16.7,3476.0,0.47,0.49,4.81,0.18,108.883,226.3371468,36.7869747,Gas Giant,0.0,M,2020.0,5.5696202531645564
TOI-4010 b,TOI-4010,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1.348335,3.02,11.0,1441.0,0.0229,675.7067999999999,4960.0,0.83,0.88,4.54,0.37,177.504,20.2148196,66.0722009,Neptune-like,0.0,K,2020.0,3.642384105960265
TOI-4010 c,TOI-4010,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),5.414654,5.93,20.31,907.0,0.058,112.0,4960.0,0.83,0.88,4.54,0.37,177.504,20.2148196,66.0722009,Gas Giant,0.0,K,2020.0,3.42495784148398
TOI-4010 d,TOI-4010,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),14.70886,6.18,38.15,650.0,0.113,30.0,4960.0,0.83,0.88,4.54,0.37,177.504,20.2148196,66.0722009,Gas Giant,0.0,K,2020.0,6.173139158576052
TOI-4010 e,TOI-4010,Radial Velocity,2023,Roque de los Muchachos Observatory,122.6058548,13.3,692.0,174.0,0.8984999999999999,0.15,4960.0,0.83,0.88,4.54,0.37,177.504,20.2148196,66.0722009,Gas Giant,0.0,K,2020.0,52.03007518796992
TOI-4029 b,TOI-4029,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),5.88498234631,6.73756618,36.6,1142.0,0.102,282.509,5662.53,1.17834,1.018,4.2722,0.1007,274.436,239.2337189,16.9802854,Gas Giant,0.0,G,2020.0,5.432228644914031
TOI-4030 b,TOI-4030,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),2.50900199461,5.8462559,28.8,1384.0,0.102,609.961,5640.37,0.991737,0.98,4.4875,0.016687125907561565,571.615,277.6228367,56.7704522,Gas Giant,0.0,G,2020.0,4.9262297943543665
TOI-406 c,TOI-406,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),3.307441,1.32,2.08,584.0,0.0322,19.0,3392.0,0.41,0.408,4.69,-0.02,31.0597,49.2626428,-42.2441492,Super-Earth,0.0,M,2020.0,1.5757575757575757
TOI-406.01,TOI-406,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),13.175682,2.08,6.57,368.0,0.0809,3.0,3392.0,0.41,0.408,4.69,-0.02,31.0597,49.2626428,-42.2441492,Neptune-like,0.0,M,2020.0,3.1586538461538463
TOI-4087 b,TOI-4087,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.1774835,13.04725353,232.01473711,1458.0,0.04469,675.7067999999999,6060.0,1.112,1.178,4.416,0.237,301.676,217.9257785,83.3727061,Gas Giant,0.0,F,2020.0,17.782649549694156
TOI-411 b,HD 22946,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.040295,1.362,13.71,1241.0,0.05727,495.139,6169.0,1.117,1.098,4.47,-0.08,62.7792,54.819538,-42.7630276,Super-Earth,0.0,F,2020.0,10.066079295154186
TOI-411 c,HD 22946,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),9.573083,2.328,9.72,931.0,0.1017,156.75,6169.0,1.117,1.098,4.47,-0.08,62.7792,54.819538,-42.7630276,Neptune-like,0.0,F,2020.0,4.175257731958763
TOI-4127 b,TOI-4127,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),56.3987,12.07,711.74876796,556.0,0.303,22.3,6096.0,1.293,1.23,4.26,0.14,319.632,105.4045516,72.4149297,Gas Giant,0.0,F,2020.0,58.96841490969346
TOI-4137 b,TOI-4137,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.8016122,13.57407563,457.67290608,1570.0,0.05222,675.7067999999999,6202.0,1.438,1.313,4.24,0.182,334.993,77.612879,70.391079,Gas Giant,0.0,F,2020.0,33.71669044398864
TOI-4145 A b,TOI-4145 A,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.0664428,13.30506009,136.66621501,1074.0,0.04823,223.0,5281.0,0.859,0.905,4.526,0.168,205.387,39.4297435,80.2673838,Gas Giant,0.0,G,2020.0,10.271747296558058
TOI-4153 b,TOI-4153,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.6174141,16.11851425,365.50266805,1669.0,0.06311,675.7067999999999,6860.0,1.605,1.572,4.224,0.317,423.84,335.3934698,82.2160792,Gas Giant,0.0,F,2020.0,22.675952782062403
TOI-4155 b,TOI-4155,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),3.320729,3.21,10.4,1255.0,0.102,586.762,5724.0,0.95,1.16,4.44,0.11,240.737,325.6362269,77.7343836,Neptune-like,0.0,G,2020.0,3.2398753894081
TOI-4156 b,TOI-4156,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),4.46189034133,2.53823825,6.98,1289.0,0.102,459.495,5971.64,1.03963,1.1,4.4276,0.016687125907561565,213.719,230.7808336,76.3318816,Neptune-like,0.0,G,2020.0,2.7499388601523123
TOI-4156 c,TOI-4156,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),12.82282706375,2.92303762,8.87,809.32,0.102,101.3929,5971.64,1.03963,1.1,4.4276,0.016687125907561565,213.719,230.7808336,76.3318816,Neptune-like,0.0,G,2020.0,3.034514485653455
TOI-4184 b,TOI-4184,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.9019804,2.43,6.48,412.0,0.0336,4.8,3238.0,0.2347,0.2109,5.01,-0.27,69.3649,43.8284749,-79.4147039,Neptune-like,0.0,M,2020.0,2.6666666666666665
TOI-4201 b,TOI-4201,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.5819194,13.67495645,711.74876796,725.0,0.04,45.2,3794.0,0.63,0.61,4.64,0.52,189.011,90.4747237,-13.461371,Gas Giant,0.0,K,2020.0,52.04760765143058
TOI-421 b,TOI-421,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.197576,2.64,6.7,922.0,0.0554,154.57,5291.0,0.866,0.833,4.48,-0.044,74.7969,81.8532824,-14.2767404,Neptune-like,0.0,G,2020.0,2.5378787878787876
TOI-421 c,TOI-421,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.067541,5.09,14.1,635.0,0.117,34.32,5291.0,0.866,0.833,4.48,-0.044,74.7969,81.8532824,-14.2767404,Gas Giant,0.0,G,2020.0,2.7701375245579567
TOI-4214 b,TOI-4214,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),3.4913885,10.68215861,165.27077164,1642.0,0.05018,675.7067999999999,6370.0,1.434,1.382,4.266,0.294,346.881,110.2495104,-13.9262649,Gas Giant,0.0,F,2020.0,15.471664265056255
TOI-4308 b,TOI-4308,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),9.151201,2.4189,6.43,763.05,0.102,55.3616,5243.0,0.7934,0.9,4.593,0.016687125907561565,108.932,327.7530693,-43.5623642,Neptune-like,0.0,G,2020.0,2.65823308115259
TOI-431 b,TOI-431,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.490047,1.28,3.07,1862.0,0.0113,675.7067999999999,4850.0,0.731,0.78,4.6,0.2,32.5686,83.2692502,-26.7238698,Super-Earth,0.0,K,2020.0,2.3984375
TOI-431 c,TOI-431,Radial Velocity,2021,La Silla Observatory,4.8494,1.49,2.83,867.0,0.052,100.0,4850.0,0.731,0.78,4.6,0.2,32.5686,83.2692502,-26.7238698,Super-Earth,0.0,K,2020.0,1.8993288590604027
TOI-431 d,TOI-431,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),12.46103,3.29,9.9,633.0,0.098,28.3588,4850.0,0.731,0.78,4.6,0.2,32.5686,83.2692502,-26.7238698,Neptune-like,0.0,K,2020.0,3.009118541033435
TOI-4329 b,TOI-4329,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.9223,16.81347105,143.02278315,2027.12,0.102,675.7067999999999,6000.0,2.31,1.538,3.9,0.29,717.128,329.5639152,71.1316048,Gas Giant,0.0,F,2020.0,8.506440028039302
TOI-4336 A b,TOI-4336 A,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),16.336351,2.137,3.33,309.4,0.0849,1.53,3307.0,0.326,0.306,4.897,0.14,22.5455,206.1070129,-40.3373505,Neptune-like,0.0,M,2020.0,1.5582592419279364
TOI-4336 A c,TOI-4336 A,Transit,2026,Multiple Observatories,7.587266,1.251,1.55,399.5,0.05092,4.24,3307.0,0.326,0.306,4.897,0.14,22.5455,206.1070129,-40.3373505,Super-Earth,0.0,M,2020.0,1.2390087929656277
TOI-4342 b,TOI-4342,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),5.5382592,2.329,7.3,639.0,0.0519,27.8,3866.0,0.598,0.587,4.652,0.26,61.5204,324.3894196,-77.9791468,Neptune-like,0.0,K,2020.0,3.13439244310863
TOI-4342 c,TOI-4342,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),10.688662,2.349,4.8,514.0,0.0804,11.6,3866.0,0.598,0.587,4.652,0.26,61.5204,324.3894196,-77.9791468,Neptune-like,0.0,K,2020.0,2.043422733077905
TOI-4363 b,TOI-4363,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),2.11867592279,1.76689273,3.77,884.71,0.102,144.7854,4278.45,0.69132,0.62,4.643,0.016687125907561565,77.7751,37.1105554,-12.5493631,Super-Earth,0.0,K,2020.0,2.133689236471079
TOI-4364 b,TOI-4364,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),5.424019,2.01,4.7,488.0,0.04753,13.3328,3528.0,0.4684,0.487,4.785,0.148,43.9662,80.066927,-4.2392481,Neptune-like,0.0,M,2020.0,2.338308457711443
TOI-4377 b,TOI-4377,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.378081,15.10970598,304.1617855,1162.08,0.0579,430.9826,4974.0,2.9126400000000006,1.36,3.39,0.205,455.82,164.9324709,-82.2213501,Gas Giant,0.0,K,2020.0,20.130225293768426
TOI-4379 b,TOI-4379,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),3.25352,16.69017226,353.74301699,1869.38,0.102,675.7067999999999,6020.0,1.976,1.372,3.929,0.16,645.158,252.0478813,-32.4337532,Gas Giant,0.0,F,2020.0,21.194689394416113
TOI-4405 b,TOI-4405,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),5.92143995316,2.55505441,7.06,671.87,0.102,48.1559,4467.38,0.687025,0.68,4.6386,0.016687125907561565,155.501,101.5953368,-75.4441271,Neptune-like,0.0,K,2020.0,2.7631505506765315
TOI-4406 b,TOI-4406,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),30.08364,11.2089807,95.3485221,904.0,0.201,58.0054,6219.0,1.29,1.19,4.29,0.1,261.834,18.0485164,-56.9253875,Gas Giant,0.0,F,2020.0,8.506440028039302
TOI-4438 b,TOI-4438,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),7.44628,2.52,5.4,435.0,0.0534,6.0,3422.0,0.372,0.368,4.68,-0.19,30.0346,270.3172389,35.5948992,Neptune-like,0.0,M,2020.0,2.142857142857143
TOI-444 b,TOI-444,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),17.9636,2.77,8.1,609.0,0.133,23.4694,5225.0,0.779,0.96,4.64,0.08,57.3973,64.1839982,-26.7664071,Neptune-like,0.0,G,2020.0,2.9241877256317688
TOI-4443.01,TOI-4443,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.8498567,1.7193265,3.6,1638.82,0.029962645,675.7067999999999,5834.0,1.01733,1.049133,4.44433,0.016687125907561565,56.0739,274.2686643,21.9095459,Super-Earth,0.0,G,2020.0,2.093843141485925
TOI-4463 A b,TOI-4463 A,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2.8807198,13.26022417,252.35575516,1395.0,0.04036,633.0,5640.0,1.062,1.056,4.41,0.25,173.117,279.3581286,18.7299522,Gas Giant,0.0,G,2020.0,19.031032350941015
TOI-4465 b,TOI-4465,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),101.94054,14.01122587,711.74876796,427.0,0.416,130.528,5545.0,1.014,0.93,4.379,-0.06,121.139,276.1340312,15.8418856,Gas Giant,0.0,G,2020.0,50.79846507106519
TOI-4479 b,TOI-4479,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.1589,2.82,8.35,861.0,0.0164,92.5,3400.0,0.451,0.452,4.5,0.0,80.6532,316.0969388,24.6536739,Neptune-like,0.0,M,2020.0,2.9609929078014185
TOI-4487 A b,TOI-4487 A,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),3.9540709,14.60530185,397.28550875,1639.0,0.05448,675.7067999999999,6206.0,1.634,1.378,4.15,0.216,479.145,306.4220814,45.9710306,Gas Giant,0.0,F,2020.0,27.20145826701966
TOI-4495 b,TOI-4495,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),2.56699,2.483,7.7,1735.0,0.03957,675.7067999999999,6210.0,1.309,1.247,4.29,0.18,132.214,286.3624951,37.0259902,Neptune-like,0.0,F,2020.0,3.1010873942811115
TOI-4495 c,TOI-4495,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.18553,4.03,23.2,1365.0,0.06323,346.626,6210.0,1.309,1.247,4.29,0.18,132.214,286.3624951,37.0259902,Gas Giant,0.0,F,2020.0,5.75682382133995
TOI-4504 b,TOI-4504,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.42614,2.691,7.71,1234.03,0.03392,548.0544,5315.0,0.92,0.89,4.458,0.16,342.605,114.4673065,-62.0782776,Neptune-like,0.0,G,2020.0,2.8651059085841695
TOI-4504 c,TOI-4504,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),82.97213,11.09689089,711.74876796,182.8,0.3569,0.2639,5315.0,0.92,0.89,4.458,0.16,342.605,114.4673065,-62.0782776,Gas Giant,0.0,G,2020.0,64.13947609428104
TOI-4504 d,TOI-4504,Transit Timing Variations,2024,Multiple Observatories,40.5634,13.6,450.23572136,823.0,0.2219,100.0,5315.0,0.92,0.89,4.458,0.16,342.605,114.4673065,-62.0782776,Gas Giant,0.0,G,2020.0,33.10556774705883
TOI-4507 b,TOI-4507,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),104.61611,8.2,20.0,562.01,0.456,23.5778,6260.0,1.04,1.11,4.45,-0.06,178.26,80.4513677,-69.9882175,Gas Giant,0.0,F,2020.0,2.439024390243903
TOI-451 b,TOI-451,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.8587033,1.84,4.7,1474.0,0.0274,675.7067999999999,5490.0,0.85,0.93,4.53,0.02,123.739,62.966385,-37.93973,Super-Earth,0.0,G,2020.0,2.5543478260869565
TOI-451 c,TOI-451,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),9.192463,2.93,3.7,865.0,0.0795,93.0,5490.0,0.85,0.93,4.53,0.02,123.739,62.966385,-37.93973,Neptune-like,0.0,G,2020.0,1.2627986348122866
TOI-451 d,TOI-451,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.364962,3.93,10.2,714.0,0.1168,43.2,5490.0,0.85,0.93,4.53,0.02,123.739,62.966385,-37.93973,Neptune-like,0.0,G,2020.0,2.595419847328244
TOI-4511 b,TOI-4511,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),10.98090968596,2.75304932,8.01,1542.0,0.102,675.7067999999999,5418.77,1.00145,1.017,4.3945,0.016687125907561565,121.832,49.3052786,15.5017268,Neptune-like,0.0,G,2020.0,2.9095010909575714
TOI-4513 b,TOI-4513,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),9.76042253684,2.34587608,6.11,653.0,0.102,30.3621,5623.93,0.796628,0.979,4.5592,0.016687125907561565,102.609,18.0905179,13.7550796,Neptune-like,0.0,G,2020.0,2.6045706557526263
TOI-4515 b,TOI-4515,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),15.266446,12.17,637.0,705.0,0.118,42.2987,5433.0,0.86,0.949,4.48,0.05,193.499,21.1861778,21.5130638,Gas Giant,0.0,G,2020.0,52.341824157765
TOI-4527.01,TOI-4527,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0.3994445,0.9086617,0.689,1362.93,0.008332353,571.5072,3702.0,0.485948,0.483901,4.75,0.016687125907561565,18.1037,19.4722574,5.4711996,Rocky,0.0,K,2020.0,0.7582579963478157
TOI-4529 b,TOI-4529,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),5.879577,1.77,4.9,511.0,0.102,14.6089,3697.0,0.48,0.482,4.61,-0.24,28.384,16.9688462,12.8809549,Super-Earth,0.0,M,2020.0,2.768361581920904
TOI-4551 b,TOI-4551,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),9.95581,11.85910158,473.56432643,1655.0,0.0994,675.7067999999999,4896.0,2.9126400000000006,1.31,3.48,0.23,215.986,184.9787579,-25.8278531,Gas Giant,0.0,K,2020.0,39.93256346067996
TOI-4552 b,TOI-4552,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),0.30110032,1.11,1.83,1122.0,0.0056255,263.0,3258.0,0.2869,0.2619,4.94,-0.07,27.2684,264.7142556,-47.6370457,Rocky,0.0,M,2020.0,1.6486486486486485
TOI-4559 b,TOI-4559,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),3.965991,1.415,2.59,554.16,0.0359,15.77,3558.0,0.374,0.392,4.884,-0.09,31.6354,211.0135378,-30.0141252,Super-Earth,0.0,M,2020.0,1.8303886925795052
TOI-4561 b,TOI-4561,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),8.93547936706,1.77789214,3.81,789.81,0.102,91.9624,5537.93,0.851957,1.0,4.5032,0.016687125907561565,179.008,60.9618951,-76.0214574,Super-Earth,0.0,G,2020.0,2.14298714431574
TOI-4562 b,TOI-4562,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),122.6058548,12.53,711.74876796,318.0,0.768,3.2011,6096.0,1.152,1.192,4.39,0.08,339.605,112.0100593,-63.5177788,Gas Giant,0.0,F,2020.0,56.80357286193137
TOI-4562 c,TOI-4562,Transit Timing Variations,2024,Multiple Observatories,122.6058548,12.8,711.74876796,823.0,0.8984999999999999,100.0,6096.0,1.152,1.192,4.39,0.08,339.605,112.0100593,-63.5177788,Gas Giant,0.0,F,2020.0,55.605372496875
TOI-4578 b,TOI-4578,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),8.62392630369,2.26974262,5.77,842.42,0.102,119.0248,5951.32,0.878735,1.077,4.5118,0.016687125907561565,182.249,184.2109675,75.1402358,Neptune-like,0.0,G,2020.0,2.542138456209629
TOI-4582 b,TOI-4582,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),31.034,10.53644186,168.44905571,614.66,0.102,33.7343,5190.0,2.5,1.34,3.77,0.17,383.846,256.8601374,68.8656263,Gas Giant,0.0,K,2020.0,15.987280900727146
TOI-4588 b,TOI-4588,Transit,2026,Kepler,13.11881173651,2.92922558,8.9,1768.0,0.1376,675.7067999999999,7746.12,1.57458,2.018,4.1006,0.21,225.181,282.0004201,48.542256,Neptune-like,0.0,A,2020.0,3.0383457186660237
TOI-4600 b,TOI-4600,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),82.6869,6.8,711.74876796,347.0,0.349,3.3159,5170.0,0.81,0.89,4.57,0.16,216.056,258.4503674,64.5661727,Gas Giant,0.0,K,2020.0,104.66893646470588
TOI-4600 c,TOI-4600,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),122.6058548,9.42,711.74876796,191.0,0.8984999999999999,48.3867,5170.0,0.81,0.89,4.57,0.16,216.056,258.4503674,64.5661727,Gas Giant,0.0,K,2020.0,75.55719405095542
TOI-4602.01,TOI-4602,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),3.9812091,2.550449,7.04,1380.27,0.05099712,603.6935,6011.9,1.15664,1.116795,4.36,0.016687125907561565,63.0637,60.6003316,31.3298354,Neptune-like,0.0,F,2020.0,2.760298284733394
TOI-4603 b,TOI-4603,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),7.24599,11.67975789,711.74876796,1677.0,0.0888,675.7067999999999,6264.0,2.738,1.765,3.81,0.342,225.643,83.8659288,21.2942417,Gas Giant,0.0,F,2020.0,60.93865768993265
TOI-4633 c,TOI-4633,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),122.6058548,3.2,123.0,268.57,0.847,1.56,5800.0,1.05,1.1,4.02198,0.2379,95.2016,256.8431021,62.475548,Neptune-like,0.0,G,2020.0,38.4375
TOI-4638.01,TOI-4638,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),10.283918787,2.933,8.92,779.83,0.093013,87.81,5700.0,0.895,1.02,4.54131,0.016687125907561565,168.248,12.8206627,12.7879858,Neptune-like,0.0,G,2020.0,3.041254688032731
TOI-4640 b,TOI-4640,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),2.68566015238,2.84326517,8.46,1378.86,0.102,675.7067999999999,5743.01,1.06715,1.1,4.3985,0.016687125907561565,245.089,38.205319,10.0724659,Neptune-like,0.0,G,2020.0,2.9754523388333847
TOI-4641 b,TOI-4641,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),22.09341,8.18255591,711.74876796,950.11,0.173,192.5802,6560.0,1.72,1.41,4.11,-0.09,86.3501,42.5582023,25.3335334,Gas Giant,0.0,F,2020.0,86.98367304648212
TOI-4662 b,TOI-4662,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),4.70343764575,2.87998299,8.65,741.0,0.102,50.104,4520.41,0.69375,0.703,4.6238,0.016687125907561565,111.047,57.5160311,-31.0940247,Neptune-like,0.0,K,2020.0,3.0034899615848083
TOI-4666 b,TOI-4666,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),2.9089165,12.53164042,155.41809102,695.0,0.034,55.6,3793.0,0.585,0.576,4.664,0.79,154.749,56.2898862,-39.0631799,Gas Giant,0.0,K,2020.0,12.402054783822148
TOI-469.01,TOI-469,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),13.6308205,3.41,9.1,716.0,0.111,74.7,5289.0,0.98,0.901,4.39,0.24,68.192,93.0578446,-14.6493167,Neptune-like,0.0,G,2020.0,2.6686217008797652
TOI-470 b,TOI-470,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),12.19148,4.34,17.4,660.0,0.119,44.7551,5190.0,0.831,0.87,4.54,0.1,130.46,94.0099043,-25.0314111,Gas Giant,0.0,K,2020.0,4.009216589861751
TOI-4734 b,TOI-4734,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),6.235633,10.9175472,61.65871096,1468.0,0.074,675.7067999999999,6070.0,1.857,1.391,4.046,0.288,563.068,90.3581219,12.5478825,Gas Giant,0.0,F,2020.0,5.647670656280744
TOI-4747 b,TOI-4747,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),5.21924158592,3.95803201,14.8,1035.0,0.102,190.795,5595.08,0.988751,1.01,4.3917,0.016687125907561565,304.615,86.427665,-45.0292291,Neptune-like,0.0,G,2020.0,3.7392320129315983
TOI-4773 b,TOI-4773,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),1.7452851,15.22179579,711.74876796,2106.0,0.03216,675.7067999999999,6740.0,1.55,1.452,4.22,0.11,492.888,114.9426489,-21.4856184,Gas Giant,0.0,F,2020.0,46.75852821699167
TOI-4791 b,TOI-4791,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.28088,12.44196858,711.74876796,1472.0,0.0555,675.7067999999999,6058.0,1.409,1.242,4.234,0.207,328.802,109.3883818,-19.8289392,Gas Giant,0.0,F,2020.0,57.205478649424464
TOI-4794 b,TOI-4794,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),3.5658116,14.35870428,308.29355479,1673.0,0.0492,675.7067999999999,6390.0,1.451,1.25,4.215,-0.102,543.008,110.4835517,-12.5654781,Gas Giant,0.0,F,2020.0,21.470847841014244
TOI-480 b,TOI-480,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),6.866196,2.85372018,20.8,1198.94,0.077,531.521,6174.0,1.4877,1.2793,4.194,0.164,54.5306,88.3784618,-16.2653974,Neptune-like,0.0,F,2020.0,7.2887314410763295
TOI-481 b,TOI-481,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.33111,11.09691,486.2799,1370.0,0.097,253.126,5735.0,1.66,1.14,4.06,0.26,179.366,110.5126861,-57.384998,Gas Giant,0.0,G,2020.0,43.82119887428122
TOI-4860 b,TOI-4860,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1.5227591,8.7,86.7,694.0,0.01808,42.5,3260.0,0.358,0.34,4.86,0.27,80.1423,183.563961,-13.1748411,Gas Giant,0.0,M,2020.0,9.965517241379311
TOI-4898 b,TOI-4898,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),2.76520470167,3.7197954,13.4,667.0,0.102,33.0144,4201.57,0.639344,0.619077,4.6361,0.016687125907561565,98.5958,197.3416711,-32.8294537,Neptune-like,0.0,K,2020.0,3.602348666811083
TOI-4914 b,TOI-4914,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),10.60057,12.87,227.0,894.0,0.098,18.1082,5805.0,1.0,1.03,4.3,-0.13,299.89,204.5426717,-28.1429206,Gas Giant,0.0,G,2020.0,17.63791763791764
TOI-4930 b,TOI-4930,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),6.78130241498,6.93277225,38.4,1169.0,0.102,310.079,5624.72,1.15926,1.04,4.3211,0.016687125907561565,413.757,208.6418883,-45.1544786,Gas Giant,0.0,G,2020.0,5.538909777398212
TOI-4940 b,TOI-4940,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),25.867811,6.61,89.0,643.0,0.165,40.4612,5504.0,1.163,1.012,4.232,0.326,345.659,58.2511684,-62.4079681,Gas Giant,0.0,G,2020.0,13.46444780635401
TOI-4961 b,TOI-4961,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),7.479182,12.34108775,572.0911326,919.0,0.0726,115.0,5380.0,0.912,0.912,4.479,0.206,213.073,192.5018624,-59.8919345,Gas Giant,0.0,G,2020.0,46.35662140883814
TOI-4994 b,TOI-4994,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),21.491984,8.54124329,88.99195396,717.6,0.1515,40.0,5640.0,1.055,1.005,4.393,0.165,329.304,283.1325335,-78.4344302,Gas Giant,0.0,G,2020.0,10.41908665266459
TOI-500 b,TOI-500,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.548177,1.166,1.42,1617.0,0.01189,675.7067999999999,4440.0,0.678,0.74,4.618,0.12,47.3924,106.559098,-47.5878156,Rocky,0.0,K,2020.0,1.2178387650085762
TOI-500 c,TOI-500,Radial Velocity,2022,La Silla Observatory,6.6356,2.09,5.03,823.0,0.102,100.0,4440.0,0.678,0.74,4.618,0.12,47.3924,106.559098,-47.5878156,Neptune-like,0.0,K,2020.0,2.406698564593302
TOI-500 d,TOI-500,Radial Velocity,2022,La Silla Observatory,26.233,6.35,33.12,823.0,0.102,100.0,4440.0,0.678,0.74,4.618,0.12,47.3924,106.559098,-47.5878156,Gas Giant,0.0,K,2020.0,5.215748031496063
