pl_name,hostname,discoverymethod,disc_year,disc_facility,pl_orbper,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,pl_insol,st_teff,st_rad,st_mass,st_logg,st_met,sy_dist,ra,dec,planet_type,habitable_zone,stellar_class,disc_decade,mass_radius_ratio
11 Com b,11 Com,Radial Velocity,2007,Xinglong Station,122.6058548,12.2,711.74876796,823.0,0.8984999999999999,100.0,4874.0,2.9126400000000006,2.0180000000000002,2.45,-0.26,93.1846,185.1787793,17.7932516,Gas Giant,0.0,K,2000.0,58.340062947540986
11 UMi b,11 UMi,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,122.6058548,12.3,711.74876796,823.0,0.8984999999999999,100.0,4213.0,2.9126400000000006,2.0180000000000002,1.93,-0.02,125.321,229.2745954,71.8239428,Gas Giant,0.0,K,2000.0,57.86575349268293
14 And b,14 And,Radial Velocity,2008,Okayama Astrophysical Observatory,122.6058548,13.1,711.74876796,823.0,0.775,100.0,4888.0,2.9126400000000006,1.78,2.55,-0.21,75.4392,352.82415,39.2358367,Gas Giant,0.0,K,2000.0,54.33196701984733
14 Her b,14 Her,Radial Velocity,2002,W. M. Keck Observatory,122.6058548,12.5,711.74876796,823.0,0.8984999999999999,100.0,5338.0,0.93,0.97,4.45,0.43,17.9323,242.6021014,43.8163621,Gas Giant,0.0,G,2000.0,56.9399014368
16 Cyg B b,16 Cyg B,Radial Velocity,1996,Multiple Observatories,122.6058548,13.5,565.7374,823.0,0.8984999999999999,100.0,5750.0,1.13,1.08,4.36,0.06,21.1397,295.4656422,50.5168243,Gas Giant,0.0,G,1990.0,41.906474074074076
17 Sco b,17 Sco,Radial Velocity,2020,Lick Observatory,122.6058548,12.9,711.74876796,823.0,0.8984999999999999,100.0,4157.0,2.9126400000000006,1.22,1.7,-0.01,124.953,243.4620874,-11.8377905,Gas Giant,0.0,K,2020.0,55.17432309767442
18 Del b,18 Del,Radial Velocity,2008,Okayama Astrophysical Observatory,122.6058548,12.5,711.74876796,823.0,0.8984999999999999,100.0,4980.0,2.9126400000000006,2.0180000000000002,2.87,-0.06,76.222,314.6078375,10.8391378,Gas Giant,0.0,K,2000.0,56.9399014368
1RXS J160929.1-210524 b,1RXS J160929.1-210524,Imaging,2008,Gemini Observatory,10.67607169,18.647,711.74876796,1700.0,0.8984999999999999,100.0,4060.0,1.31316,0.85,3.99592,0.016687125907561565,139.135,242.3762343,-21.0831403,Gas Giant,0.0,K,2000.0,38.169612696948576
24 Boo b,24 Boo,Radial Velocity,2018,Okayama Astrophysical Observatory,30.33,13.9,280.64248338,823.0,0.194,100.0,4816.0,2.9126400000000006,1.05,2.28,-0.78,95.9863,217.1555242,49.8446488,Gas Giant,0.0,K,2010.0,20.19010671798561
24 Sex b,24 Sex,Radial Velocity,2010,Lick Observatory,122.6058548,13.4,632.46,823.0,0.8984999999999999,100.0,5098.0,2.9126400000000006,1.54,3.5,-0.03,72.0691,155.8684866,-0.9023998,Gas Giant,0.0,K,2010.0,47.19850746268657
24 Sex c,24 Sex,Radial Velocity,2010,Lick Observatory,122.6058548,13.9,273.32,823.0,0.8984999999999999,100.0,5098.0,2.9126400000000006,1.54,3.5,-0.03,72.0691,155.8684866,-0.9023998,Gas Giant,0.0,K,2010.0,19.663309352517985
2M0437 b,2MASS J04372171+2651014,Imaging,2021,Subaru Telescope,10.67607169,13.0,711.74876796,1450.0,0.8984999999999999,100.0,3100.0,0.84,0.17,4.5,0.01,128.484,69.3405531,26.8502997,Gas Giant,0.0,M,2020.0,54.74990522769231
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,Imaging,2013,Paranal Observatory,10.67607169,12.3,711.74876796,823.0,0.8984999999999999,100.0,5393.162207575502,1.4911318173898434,0.19,4.385954254484487,0.016687125907561565,47.2,15.8992489,-55.2658291,Gas Giant,0.0,G,2010.0,57.86575349268293
2MASS J01225093-2439505 b,2MASS J01225093-2439505,Imaging,2013,W. M. Keck Observatory,10.67607169,11.209,711.74876796,1600.0,0.8984999999999999,100.0,3530.0,0.36645,0.4,4.85804,0.016687125907561565,33.8281,20.7128012,-24.6646128,Gas Giant,0.0,M,2010.0,63.497971983227764
2MASS J02192210-3925225 b,2MASS J02192210-3925225,Imaging,2015,Cerro Tololo Inter-American Observatory,10.67607169,16.14096,711.74876796,823.0,0.8984999999999999,100.0,3064.0,0.281,0.108,4.59,0.016687125907561565,40.08964117,34.8427046,-39.4230767,Gas Giant,0.0,M,2010.0,44.095813877241504
2MASS J11011926-7732383 b,2MASS J11011926-7732383,Imaging,2024,European Space Agency (ESA) Gaia Satellite,10.67607169,11.9,711.74876796,2106.0,0.8984999999999999,100.0,5393.162207575502,1.4911318173898434,0.9356571914622476,4.385954254484487,0.016687125907561565,,165.3295388,-77.5440912,Gas Giant,0.0,G,2020.0,59.81082083697479
2MASS J11550485-7919108 b,2MASS J11550485-7919108,Imaging,2024,European Space Agency (ESA) Gaia Satellite,10.67607169,12.1,711.74876796,2106.0,0.8984999999999999,100.0,3021.0,0.600455,0.58846,4.65082,0.016687125907561565,100.862,178.7691634,-79.3197558,Gas Giant,0.0,M,2020.0,58.822212228099175
2MASS J21252752-8138278 b,2MASS J21252752-8138278,Imaging,2024,European Space Agency (ESA) Gaia Satellite,10.67607169,12.4,711.74876796,1616.0,0.8984999999999999,100.0,3592.0,0.672832,0.643977,4.59112,0.016687125907561565,34.1154,321.3662989,-81.6414894,Gas Giant,0.0,M,2020.0,57.39909419032258
2MASS J22362452+4751425 b,2MASS J22362452+4751425,Imaging,2016,W. M. Keck Observatory,10.67607169,12.3,711.74876796,823.0,0.8984999999999999,100.0,4045.0,0.641152,0.6,4.62349,0.016687125907561565,69.5737,339.1025931,47.861683,Gas Giant,0.0,K,2010.0,57.86575349268293
2MASS J22501512+2325342 b,2MASS J22501512+2325342,Imaging,2018,The 2 (Two) Micron All Sky Survey (2MASS),10.67607169,11.9,711.74876796,1600.0,0.8984999999999999,100.0,3352.0,0.437589,0.433173,4.7926,0.016687125907561565,57.2309,342.5634097,23.4259058,Gas Giant,0.0,M,2010.0,59.81082083697479
4 UMa b,4 UMa,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,122.6058548,12.6,711.74876796,823.0,0.877,100.0,4415.0,2.9126400000000006,1.234,1.8,-0.25,73.4603,130.0528099,64.3280504,Gas Giant,0.0,K,2000.0,56.48799745714286
47 UMa b,47 UMa,Radial Velocity,1996,Lick Observatory,122.6058548,13.2,711.74876796,823.0,0.8984999999999999,100.0,5872.0,1.21334,1.06,4.29541,0.04,13.7967,164.8647611,40.4304931,Gas Giant,0.0,G,1990.0,53.92036120909091
47 UMa c,47 UMa,Radial Velocity,2001,Lick Observatory,122.6058548,14.2,171.621,823.0,0.8984999999999999,100.0,5872.0,1.21334,1.06,4.29541,0.04,13.7967,164.8647611,40.4304931,Gas Giant,0.0,G,2000.0,12.085985915492959
47 UMa d,47 UMa,Radial Velocity,2009,Lick Observatory,122.6058548,13.5,521.22,823.0,0.8984999999999999,100.0,5872.0,1.21334,1.06,4.29541,0.04,13.7967,164.8647611,40.4304931,Gas Giant,0.0,G,2000.0,38.60888888888889
51 Eri b,51 Eri,Imaging,2015,Gemini Observatory,122.6058548,2.84141754,711.74876796,807.0,0.8984999999999999,100.0,7422.0,1.45,1.75,4.31078,0.13,29.7575,69.4007424,-2.4738245,Neptune-like,0.0,F,2010.0,250.49073497307967
51 Peg b,51 Peg,Radial Velocity,1995,Haute-Provence Observatory,4.230785,14.3,146.2018,823.0,0.0527,100.0,5758.0,1.17561,1.03,4.31038,0.18,15.4614,344.3675399,20.7690958,Gas Giant,0.0,G,1990.0,10.223902097902096
55 Cnc B b,55 Cnc B,Radial Velocity,2025,Mauna Kea Observatory,6.7994,1.69,3.5,823.0,0.044,100.0,3286.0,0.274,0.26,4.86,0.16,12.4773,133.167908,28.3152863,Super-Earth,0.0,M,2020.0,2.0710059171597632
55 Cnc B c,55 Cnc B,Radial Velocity,2025,Mauna Kea Observatory,33.747,2.16,5.3,823.0,0.13,100.0,3286.0,0.274,0.26,4.86,0.16,12.4773,133.167908,28.3152863,Neptune-like,0.0,M,2020.0,2.4537037037037033
55 Cnc b,55 Cnc,Radial Velocity,1996,Lick Observatory,14.651552,13.9,263.9785,700.0,0.118,100.0,5198.0,0.98,1.015,4.3,0.39,12.5855,133.1468373,28.3298154,Gas Giant,0.0,K,1990.0,18.991258992805754
55 Cnc c,55 Cnc,Radial Velocity,2004,McDonald Observatory,44.3936,8.51,54.4738,823.0,0.247,100.0,5198.0,0.98,1.015,4.3,0.39,12.5855,133.1468373,28.3298154,Gas Giant,0.0,K,2000.0,6.401151586368978
55 Cnc d,55 Cnc,Radial Velocity,2002,Lick Observatory,122.6058548,13.0,711.74876796,823.0,0.8984999999999999,100.0,5198.0,0.98,1.015,4.3,0.39,12.5855,133.1468373,28.3298154,Gas Giant,0.0,K,2000.0,54.74990522769231
55 Cnc e,55 Cnc,Radial Velocity,2004,McDonald Observatory,0.7365474,1.875,7.99,1958.0,0.01544,675.7067999999999,5172.0,0.943,0.905,4.43,0.35,12.5855,133.1468373,28.3298154,Super-Earth,0.0,K,2000.0,4.261333333333334
55 Cnc f,55 Cnc,Radial Velocity,2007,Multiple Observatories,122.6058548,7.59,44.812,823.0,0.802,100.0,5198.0,0.98,1.015,4.3,0.39,12.5855,133.1468373,28.3298154,Gas Giant,0.0,K,2000.0,5.904084321475626
6 Lyn b,6 Lyn,Radial Velocity,2008,Okayama Astrophysical Observatory,122.6058548,13.4,597.83523357,823.0,0.8984999999999999,100.0,4941.0,2.9126400000000006,1.32,3.16,-0.17,54.6599,97.6960311,58.1611753,Gas Giant,0.0,K,2000.0,44.61456966940298
61 Vir b,61 Vir,Radial Velocity,2009,Multiple Observatories,4.215,2.11,5.1,823.0,0.050201,100.0,5577.0,0.963,0.942,4.34,-0.01,8.50332,199.596455,-18.3157745,Neptune-like,0.0,G,2000.0,2.4170616113744074
61 Vir c,61 Vir,Radial Velocity,2009,Multiple Observatories,38.021,4.46,18.2,823.0,0.2175,100.0,5577.0,0.963,0.942,4.34,-0.01,8.50332,199.596455,-18.3157745,Gas Giant,0.0,G,2000.0,4.0807174887892375
61 Vir d,61 Vir,Radial Velocity,2009,Multiple Observatories,122.6058548,5.11,22.9,823.0,0.476,100.0,5577.0,0.963,0.942,4.34,-0.01,8.50332,199.596455,-18.3157745,Gas Giant,0.0,G,2000.0,4.481409001956947
7 CMa b,7 CMa,Radial Velocity,2011,Anglo-Australian Telescope,122.6058548,13.4,587.9855,823.0,0.8984999999999999,100.0,4826.0,2.9126400000000006,1.34,3.19,0.21,19.8101,99.171276,-19.2561808,Gas Giant,0.0,K,2010.0,43.87951492537314
7 CMa c,7 CMa,Radial Velocity,2019,Multiple Observatories,122.6058548,13.9,276.5121,823.0,0.8984999999999999,100.0,4826.0,2.9126400000000006,1.34,3.19,0.21,19.8101,99.171276,-19.2561808,Gas Giant,0.0,K,2010.0,19.89295683453237
70 Vir b,70 Vir,Radial Velocity,1996,Lick Observatory,116.688,12.6,711.74876796,823.0,0.481,100.0,5495.0,1.89,1.09,3.95,-0.09,17.9011,202.1064898,13.7763085,Gas Giant,0.0,G,1990.0,56.48799745714286
75 Cet b,75 Cet,Radial Velocity,2012,Okayama Astrophysical Observatory,122.6058548,13.3,711.74876796,823.0,0.8984999999999999,100.0,4809.0,2.9126400000000006,1.92,2.69,0.1,82.9613,38.0391598,-1.0350269,Gas Giant,0.0,K,2010.0,53.51494495939849
75 Cet c,75 Cet,Radial Velocity,2023,Okayama Astrophysical Observatory,122.6058548,13.9,289.85950718,823.0,0.8984999999999999,100.0,4809.0,2.9126400000000006,1.92,2.69,0.1,82.9613,38.0391598,-1.0350269,Gas Giant,0.0,K,2020.0,20.853201955395683
8 UMi b,8 UMi,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,93.31,13.5,524.41687155,823.0,0.462,100.0,4847.0,2.9126400000000006,1.51,2.57,-0.03,162.552,224.201685,74.9009379,Gas Giant,0.0,K,2010.0,38.84569418888889
81 Cet b,81 Cet,Radial Velocity,2008,Okayama Astrophysical Observatory,122.6058548,13.1,711.74876796,823.0,0.8984999999999999,100.0,4734.0,2.9126400000000006,1.23,2.41,-0.11,101.26,39.4243555,-3.3963607,Gas Giant,0.0,K,2000.0,54.33196701984733
91 Aqr b,91 Aqr,Radial Velocity,2013,Lick Observatory,122.6058548,13.1,711.74876796,823.0,0.7,100.0,4665.0,2.9126400000000006,1.4,2.52,-0.03,44.0304,348.9745031,-9.0878076,Gas Giant,0.0,K,2010.0,54.33196701984733
AB Aur b,AB Aur,Imaging,2022,Subaru Telescope,10.67607169,12.5,711.74876796,823.0,0.8984999999999999,100.0,9770.0,2.9126400000000006,2.0180000000000002,3.77411,0.016687125907561565,162.127,73.9410446,30.5510888,Gas Giant,0.0,A,2020.0,56.9399014368
AB Pic b,AB Pic,Imaging,2005,Paranal Observatory,10.67607169,12.3,711.74876796,823.0,0.8984999999999999,100.0,5285.0,0.999394,0.9,4.53,0.04,50.0475,94.8039208,-58.0541184,Gas Giant,0.0,G,2000.0,57.86575349268293
AF Lep b,AF Lep,Imaging,2023,Paranal Observatory,122.6058548,13.0,711.74876796,1400.0,0.8984999999999999,100.0,6140.0,1.25,1.218,4.4,0.19,26.8564,81.7699216,-11.9011752,Gas Giant,0.0,F,2020.0,54.74990522769231
AT2021ueyL b,AT2021ueyL,Microlensing,2025,Multiple Observatories,122.6058548,13.6,425.89006538,823.0,0.8984999999999999,100.0,3680.0,1.4911318173898434,0.49,4.385954254484487,0.016687125907561565,1040.0,324.5450417,26.4665694,Gas Giant,0.0,M,2020.0,31.31544598382353
AU Mic b,AU Mic,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.463446,4.79,8.99,554.8,0.07,21.2,3540.0,0.862,0.635,4.37,0.01,9.7221,311.2911369,-31.34245,Gas Giant,0.0,M,2020.0,1.8768267223382047
AU Mic c,AU Mic,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.859023,2.79,14.46,424.7,0.119,7.3,3540.0,0.862,0.635,4.37,0.01,9.7221,311.2911369,-31.34245,Neptune-like,0.0,M,2020.0,5.182795698924731
AU Mic d,AU Mic,Transit Timing Variations,2023,Multiple Observatories,12.73596,1.02,1.053,823.0,0.102,100.0,3678.0,0.744,0.51,4.404,0.23,9.7221,311.2911369,-31.34245,Rocky,0.0,M,2020.0,1.0323529411764705
AU Mic e,AU Mic,Radial Velocity,2025,Mauna Kea Observatory,33.11,4.87,21.1,823.0,0.102,100.0,3665.0,0.82,0.6,4.52,0.12,9.7221,311.2911369,-31.34245,Gas Giant,0.0,M,2020.0,4.33264887063655
BD+03 2562 b,BD+03 2562,Radial Velocity,2017,Multiple Observatories,122.6058548,12.7,711.74876796,823.0,0.8984999999999999,100.0,4095.0,2.9126400000000006,1.14,1.89,-0.71,1070.63,177.5647268,2.7601075,Gas Giant,0.0,K,2010.0,56.04321007559056
BD+05 4868 A b,BD+05 4868 A,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),1.271869,2.84141754,6.2,1820.0,0.0208,100.0,4596.0,0.69,0.7,4.6,-0.05,43.5687,326.8614036,6.6053185,Neptune-like,0.0,K,2020.0,2.1820094768613276
BD+14 4559 b,BD+14 4559,Radial Velocity,2009,McDonald Observatory,122.6058548,13.8,330.5432,823.0,0.78,100.0,4864.0,0.86,0.49,4.26,0.17,49.352,318.4010002,14.6893834,Gas Giant,0.0,K,2000.0,23.95240579710145
BD+15 2375 b,BD+15 2375,Radial Velocity,2016,Roque de los Muchachos Observatory,122.6058548,13.8,337.21763,823.0,0.576,100.0,4649.0,2.9126400000000006,1.08,2.61,-0.22,768.045,176.4820239,14.6163182,Gas Giant,0.0,K,2010.0,24.436060144927534
BD+15 2940 b,BD+15 2940,Radial Velocity,2013,McDonald Observatory,122.6058548,13.7,352.78,823.0,0.539,100.0,4796.0,2.9126400000000006,1.1,2.8,0.28,426.42,240.09564,15.5467507,Gas Giant,0.0,K,2010.0,25.75036496350365
BD+20 2457 b,BD+20 2457,Radial Velocity,2009,McDonald Observatory,122.6058548,12.1,711.74876796,823.0,0.8984999999999999,100.0,4137.0,2.9126400000000006,2.0180000000000002,1.51,-1.0,1539.71,154.186782,19.8912626,Gas Giant,0.0,K,2000.0,58.822212228099175
BD+20 2457 c,BD+20 2457,Radial Velocity,2009,McDonald Observatory,122.6058548,12.4,711.74876796,823.0,0.8984999999999999,100.0,4137.0,2.9126400000000006,2.0180000000000002,1.51,-1.0,1539.71,154.186782,19.8912626,Gas Giant,0.0,K,2000.0,57.39909419032258
BD+20 274 b,BD+20 274,Radial Velocity,2012,McDonald Observatory,122.6058548,13.0,711.74876796,823.0,0.8984999999999999,100.0,4296.0,2.9126400000000006,0.8,1.99,-0.46,1322.51,25.9203179,21.0052692,Gas Giant,0.0,K,2010.0,54.74990522769231
BD+20 594 b,BD+20 594,Transit,2016,K2,41.6855,2.57807,22.2481,546.0,0.241,100.0,5766.0,1.08,1.67,4.5,-0.15,179.461,53.6511231,20.5990205,Neptune-like,0.0,G,2010.0,8.62975016194285
BD+37 3172 b,BD+37 3172,Radial Velocity,2023,McDonald Observatory,122.6058548,12.4,711.74876796,823.0,0.8984999999999999,100.0,4500.0,2.9126400000000006,2.0180000000000002,1.5,-0.03,454.251,278.8155071,38.1153886,Gas Giant,0.0,K,2020.0,57.39909419032258
BD+42 2315 b,BD+42 2315,Radial Velocity,2023,McDonald Observatory,122.6058548,14.2,174.80562385,823.0,0.54,100.0,4500.0,2.9126400000000006,1.38,2.0,-0.2,610.715,187.5887597,41.2695674,Gas Giant,0.0,K,2020.0,12.310255200704225
BD+45 564 b,BD+45 564,Radial Velocity,2021,Haute-Provence Observatory,122.6058548,13.6,432.24663352,823.0,0.83,100.0,5004.0,0.813064,0.81,4.22,-0.09,53.622,32.9470485,45.9242187,Gas Giant,0.0,K,2020.0,31.7828407
BD+48 738 b,BD+48 738,Radial Velocity,2011,McDonald Observatory,122.6058548,13.9,289.2253,823.0,0.8984999999999999,100.0,4414.0,2.9126400000000006,0.74,2.24,-0.2,871.493,40.7102869,49.5869395,Gas Giant,0.0,K,2010.0,20.807575539568344
BD+48 740 b,BD+48 740,Radial Velocity,2018,Multiple Observatories,122.6058548,13.5,540.311,823.0,0.8984999999999999,100.0,4534.0,2.9126400000000006,1.09,2.48,-0.13,666.589,40.7425426,48.9300579,Gas Giant,0.0,K,2010.0,40.02303703703704
BD+49 828 b,BD+49 828,Radial Velocity,2015,McDonald Observatory,122.6058548,13.5,508.5,823.0,0.8984999999999999,100.0,4943.0,2.9126400000000006,1.52,2.85,-0.19,442.042,45.6406187,49.7299481,Gas Giant,0.0,K,2010.0,37.666666666666664
BD+55 362 b,BD+55 362,Radial Velocity,2021,Haute-Provence Observatory,122.6058548,14.0,228.83645304,823.0,0.78,100.0,5012.0,0.896193,0.909,4.09,0.18,52.5697,23.9636676,56.6982282,Gas Giant,0.0,K,2020.0,16.345460931428573
BD+60 1417 b,BD+60 1417,Imaging,2021,Wide-field Infrared Survey Explorer (WISE) Sat,10.67607169,14.68376472,711.74876796,1303.0,0.8984999999999999,100.0,4993.0,0.797,1.0,4.5539,0.016687125907561565,44.9543,190.8875453,60.0143636,Gas Giant,0.0,K,2020.0,48.471817788701266
BD+63 1405 b,BD+63 1405,Radial Velocity,2021,Haute-Provence Observatory,122.6058548,12.4,711.74876796,823.0,0.8984999999999999,100.0,5000.0,0.804724,0.816,4.2,-0.09,38.0473,271.3979337,63.6700064,Gas Giant,0.0,K,2020.0,57.39909419032258
BD-06 1339 b,BD-06 1339,Radial Velocity,2013,La Silla Observatory,3.8728,2.84141754,711.74876796,823.0,0.0428,100.0,4324.0,0.686355,0.7,4.74,-0.14,20.2695,88.2511811,-5.9963378,Neptune-like,0.0,K,2010.0,250.49073497307967
BD-06 1339 c,BD-06 1339,Radial Velocity,2013,La Silla Observatory,122.6058548,8.38,53.0,823.0,0.435,100.0,4324.0,0.686355,0.7,4.74,-0.14,20.2695,88.2511811,-5.9963378,Gas Giant,0.0,K,2010.0,6.324582338902148
BD-08 2823 b,BD-08 2823,Radial Velocity,2009,La Silla Observatory,5.6,2.84141754,711.74876796,823.0,0.06,100.0,4816.0,0.71,0.5,4.43,-0.06,41.3342,150.1971964,-9.5165689,Neptune-like,0.0,K,2000.0,250.49073497307967
BD-08 2823 c,BD-08 2823,Radial Velocity,2009,La Silla Observatory,122.6058548,12.5,104.0,823.0,0.68,100.0,4746.0,0.71,0.74,4.13,-0.07,41.3342,150.1971964,-9.5165689,Gas Giant,0.0,K,2000.0,8.32
BD-10 3166 b,BD-10 3166,Radial Velocity,2000,W. M. Keck Observatory,3.48777,14.1,187.5197,823.0,0.04,100.0,5393.0,0.91,1.47,4.69,0.38,84.4069,164.6191243,-10.7704227,Gas Giant,0.0,G,2000.0,13.2992695035461
BD-11 4672 b,BD-11 4672,Radial Velocity,2014,La Silla Observatory,122.6058548,14.1,206.5895,823.0,0.8984999999999999,100.0,4550.0,0.639,0.651,4.642,-0.35,27.1665,278.3688659,-11.6370481,Gas Giant,0.0,K,2010.0,14.651737588652482
BD-11 4672 c,BD-11 4672,Radial Velocity,2020,Roque de los Muchachos Observatory,74.2,4.04,15.37,823.0,0.3,100.0,4550.0,0.639,0.651,4.642,-0.35,27.1665,278.3688659,-11.6370481,Gas Giant,0.0,K,2020.0,3.804455445544554
BD-13 2130 b,BD-13 2130,Radial Velocity,2007,La Silla Observatory,122.6058548,12.5,711.74876796,823.0,0.8984999999999999,100.0,4545.0,2.9126400000000006,2.0180000000000002,2.2,-0.08,925.214,114.2884692,-13.9066703,Gas Giant,0.0,K,2000.0,56.9399014368
BD-14 3065 b,BD-14 3065 A,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.2889731,21.59,711.74876796,2001.0,0.0656,646.761,6935.0,2.35,1.41,3.85,-0.34,589.423,153.6696689,-15.6428372,Gas Giant,0.0,F,2020.0,32.96659416211209
BD-17 63 b,BD-17 63,Radial Velocity,2008,La Silla Observatory,122.6058548,12.8,711.74876796,823.0,0.8984999999999999,100.0,4714.0,0.74,0.741,4.26,-0.03,34.4603,7.1413494,-16.2273254,Gas Giant,0.0,K,2000.0,55.605372496875
BD-210397 b,BD-210397,Radial Velocity,2023,La Silla Observatory,122.6058548,14.0,214.0,823.0,0.8984999999999999,0.02,4051.0,0.747,0.679,4.67,0.12,23.7324,33.3024198,-21.1962147,Gas Giant,0.0,K,2020.0,15.285714285714286
BD-210397 c,BD-210397,Radial Velocity,2023,La Silla Observatory,122.6058548,12.9,711.74876796,823.0,0.8984999999999999,0.0039,4051.0,0.747,0.69,4.67,0.12,23.7324,33.3024198,-21.1962147,Gas Giant,0.0,K,2020.0,55.17432309767442
BEBOP-3 b,BEBOP-3,Radial Velocity,2025,Haute-Provence Observatory,122.6058548,14.2,177.34825111,823.0,0.8984999999999999,100.0,6033.0,1.414,1.083,4.203,-0.02,119.052,110.902655,79.1323952,Gas Giant,0.0,F,2020.0,12.489313458450706
BEBOP-4 AB b,BEBOP-4 A,Radial Velocity,2025,Haute-Provence Observatory,122.6058548,2.84141754,711.74876796,823.0,0.8984999999999999,100.0,5701.43,2.75645,1.507,3.56597,0.2615,234.294,192.5772651,26.1595358,Neptune-like,0.0,G,2020.0,250.49073497307967
Barnard b,Barnard's star,Radial Velocity,2024,Paranal Observatory,3.1542,0.72,0.299,438.0,0.0229,6.76,3195.0,0.185,0.162,4.9,-0.56,1.82655,269.4486144,4.7379808,Rocky,0.0,M,2020.0,0.4152777777777778
Barnard c,Barnard's star,Radial Velocity,2025,Gemini Observatory,4.1244,0.743,0.335,400.0,0.0274,100.0,3195.0,0.185,0.162,4.9,-0.56,1.82655,269.4486144,4.7379808,Rocky,0.0,M,2020.0,0.4508748317631225
Barnard d,Barnard's star,Radial Velocity,2025,Gemini Observatory,2.3402,0.694,0.263,483.0,0.0188,100.0,3195.0,0.185,0.162,4.9,-0.56,1.82655,269.4486144,4.7379808,Rocky,0.0,M,2020.0,0.3789625360230548
Barnard e,Barnard's star,Radial Velocity,2025,Gemini Observatory,6.7392,0.637,0.193,340.0,0.0381,100.0,3195.0,0.185,0.162,4.9,-0.56,1.82655,269.4486144,4.7379808,Rocky,1.0,M,2020.0,0.3029827315541601
CD Cet b,CD Cet,Radial Velocity,2020,Calar Alto Observatory,2.2907,1.82,3.95,464.0,0.0185,8.6,3130.0,0.175,0.161,4.93,0.13,8.60715,48.3530155,4.7751881,Super-Earth,0.0,M,2020.0,2.17032967032967
CD-35 2722 b,CD-35 2722,Imaging,2011,Gemini Observatory,10.67607169,17.37392009,711.74876796,1800.0,0.8984999999999999,100.0,3689.0,0.558549,0.4,4.24,-0.16,22.3896,92.3300147,-35.8255375,Gas Giant,0.0,M,2010.0,40.96650406315988
CHXR 73 b,CHXR 73,Imaging,2006,Hubble Space Telescope,10.67607169,12.3,711.74876796,823.0,0.8984999999999999,100.0,3099.0,1.4911318173898434,0.35,4.385954254484487,0.016687125907561565,190.374,166.6193985,-77.6258725,Gas Giant,0.0,M,2000.0,57.86575349268293
CI Tau c,CI Tau,Radial Velocity,2024,Multiple Observatories,25.2,13.0,711.74876796,823.0,0.17,100.0,3807.0,1.880857,0.9,4.385954254484487,0.016687125907561565,157.998,68.4667685,22.8416192,Gas Giant,0.0,K,2020.0,54.74990522769231
COCONUTS-2 b,COCONUTS-2 A,Imaging,2021,NASA Infrared Telescope Facility (IRTF),122.6058548,12.57647635,711.74876796,493.0,0.8984999999999999,100.0,3552.0,0.366,0.4,4.91,0.0,10.8864,117.300914,-76.702696,Gas Giant,0.0,M,2020.0,56.593655341307105
CT Cha b,CT Cha,Imaging,2007,Paranal Observatory,10.67607169,24.66,711.74876796,2106.0,0.8984999999999999,100.0,4403.0,1.679694,0.9356571914622476,3.66,-0.56,190.72,166.0375038,-76.4553693,Gas Giant,0.0,K,2000.0,28.862480452554745
CWISEP J193518.59-154620.3 b,CWISEP J193518.59-154620.3,Imaging,2025,James Webb Space Telescope (JWST),10.67607169,12.2,711.74876796,390.0,0.8984999999999999,100.0,5393.162207575502,1.4911318173898434,0.024,4.385954254484487,0.016687125907561565,14.43,293.8262172,-15.7725727,Gas Giant,0.0,G,2020.0,58.340062947540986
CoRoT-1 b,CoRoT-1,Transit,2008,CoRoT,1.5089557,16.7,327.35,1898.0,0.02752,675.7067999999999,5950.0,1.11,0.95,4.25,-0.3,787.909,102.0798591,-3.1021394,Gas Giant,0.0,G,2000.0,19.60179640718563
CoRoT-10 b,CoRoT-10,Transit,2010,CoRoT,13.2406,10.87,711.74876796,600.0,0.1055,16.1089,5075.0,0.79,0.89,4.65,0.26,338.386,291.0636813,0.7460143,Gas Giant,0.0,K,2010.0,65.47826752161914
CoRoT-11 b,CoRoT-11,Transit,2010,CoRoT,2.99433,16.03,711.74876796,1657.0,0.0436,675.7067999999999,6440.0,1.37,1.27,4.22,-0.03,655.037,280.6872998,5.9376586,Gas Giant,0.0,F,2010.0,44.40104603618216
CoRoT-12 b,CoRoT-12,Transit,2010,CoRoT,2.828042,16.14,291.438,1442.0,0.04016,661.1334,5675.0,1.116,1.078,4.375,0.16,1126.37,100.7656871,-1.2964437,Gas Giant,0.0,G,2010.0,18.05687732342007
CoRoT-13 b,CoRoT-13,Transit,2010,CoRoT,4.03519,9.92,415.704,1700.0,0.051,546.5339,5945.0,1.01,1.09,4.46,0.01,1148.93,102.7211432,-5.0864557,Gas Giant,0.0,G,2010.0,41.90564516129032
